subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled
24,sentence-pre,,,3097.5,1,,
24,sentence-pre,,,3146.33,1,,
24,sentence-pre,,,3013.55,1,,
24,recall-pre,6,5,10485.975,0,PYHKF,PYKF
24,sentence-post,,,4646.0850000004,1,,
24,sentence-post,,,4297.5249999999,1,,
24,sentence-post,,,3858.1349999998,0,,
24,sentence-post,,,3803.4250000003,1,,
24,recall-post,1,4,7890.2699999996,1,HPNY,HPNY
24,sentence-post,,,4702.855,1,,
24,sentence-post,,,3772.0799999996,1,,
24,sentence-post,,,3986.7800000003,1,,
24,sentence-post,,,4954.29,0,,
24,recall-post,2,4,7811.415,0,HTNY,HQNY
24,sentence-post,,,4878.5649999999,0,,
24,sentence-post,,,4140.4199999999,1,,
24,sentence-post,,,3477.9949999996,1,,
24,sentence-post,,,3491.6299999999,1,,
24,sentence-post,,,3963.4850000003,1,,
24,sentence-post,,,4485.7649999997,1,,
24,recall-post,3,6,14240.53,0,JSHRPQ,JHRPQ
24,sentence-post,,,3919.7750000004,1,,
24,sentence-post,,,2636.0549999997,1,,
24,sentence-post,,,3582.0900000003,1,,
24,sentence-post,,,3864.46,1,,
24,sentence-post,,,3114.7999999998,1,,
24,sentence-post,,,4029.3049999997,1,,
24,recall-post,4,6,12431.2,1,PRHFKQ,PRHFKQ
24,sentence-post,,,3884.1950000003,1,,
24,sentence-post,,,3941.7200000002,1,,
24,sentence-post,,,3856.6550000003,1,,
24,sentence-post,,,3071.8050000002,1,,
24,sentence-post,,,4499.8100000001,1,,
24,recall-post,5,5,10275.095,0,QTJNK,QTLNK
24,sentence-post,,,3757.3099999996,1,,
24,sentence-post,,,2912.0800000001,1,,
24,sentence-post,,,4277.7800000003,1,,
24,sentence-post,,,3454.6750000003,1,,
24,sentence-post,,,3252.0649999995,1,,
24,recall-post,6,5,10227.015,0,RQFJK,RQFK
28,sentence-pre,,,3306,1,,
28,sentence-pre,,,3884,1,,
28,sentence-pre,,,4508,1,,
28,sentence-pre,,,5698,1,,
28,sentence-pre,,,5643,1,,
28,sentence-pre,,,6511,0,,
28,recall-pre,1,6,14866,0,JFSHQP,JFSLH_
28,sentence-pre,,,3714,1,,
28,sentence-pre,,,3687,1,,
28,sentence-pre,,,3906,0,,
28,sentence-pre,,,7026,1,,
28,sentence-pre,,,5731,1,,
28,recall-pre,2,5,10419,1,SKYLJ,SKYLJ
28,sentence-pre,,,6372,1,,
28,sentence-pre,,,5149,1,,
28,sentence-pre,,,4947,0,,
28,sentence-pre,,,3265,1,,
28,sentence-pre,,,4537,1,,
28,sentence-pre,,,3728,1,,
28,recall-pre,3,6,11044,0,KHPFSL,KHFPLS
28,sentence-pre,,,2204,1,,
28,sentence-pre,,,5174,1,,
28,sentence-pre,,,5013,1,,
28,sentence-pre,,,2613,1,,
28,recall-pre,4,4,6627,0,RSLK,RLSK
28,sentence-pre,,,3013,1,,
28,sentence-pre,,,2750,1,,
28,sentence-pre,,,4615,1,,
28,sentence-pre,,,5960,1,,
28,sentence-pre,,,4264,1,,
28,recall-pre,5,5,17907,0,JNQSY,JL__Y
28,sentence-pre,,,4956,1,,
28,sentence-pre,,,4991,1,,
28,sentence-pre,,,3272,1,,
28,sentence-pre,,,3673,1,,
28,recall-pre,6,4,5077,1,JYHS,JYHS
28,sentence-post,,,3632,1,,
28,sentence-post,,,3858,1,,
28,sentence-post,,,3968,1,,
28,sentence-post,,,3957,1,,
28,sentence-post,,,4015,1,,
28,sentence-post,,,4449,1,,
28,recall-post,1,6,6149,1,PLHQFJ,PLHQFJ
28,sentence-post,,,4749,1,,
28,sentence-post,,,5709,0,,
28,sentence-post,,,3417,0,,
28,sentence-post,,,3846,1,,
28,recall-post,2,4,4913,0,NTFL,FTFL
28,sentence-post,,,3245,1,,
28,sentence-post,,,4844,1,,
28,sentence-post,,,4420,1,,
28,sentence-post,,,3178,1,,
28,sentence-post,,,3783,1,,
28,sentence-post,,,2928,1,,
28,recall-post,3,6,5708,0,NQPRYL,FQPRY
28,sentence-post,,,2612,1,,
28,sentence-post,,,4976,1,,
28,sentence-post,,,4019,1,,
28,sentence-post,,,3703,1,,
28,sentence-post,,,6614,1,,
28,recall-post,4,5,8530,0,QKNHL,QKL_H
28,sentence-post,,,2933,1,,
28,sentence-post,,,3217,1,,
28,sentence-post,,,3819,1,,
28,sentence-post,,,3013,1,,
28,sentence-post,,,4676,1,,
28,recall-post,5,5,22501,0,HJQFK,HJKQK
28,sentence-post,,,4004,1,,
28,sentence-post,,,4609,1,,
28,sentence-post,,,2521,1,,
28,sentence-post,,,3174,1,,
28,recall-post,6,4,5602,1,TRYS,TRYS
22,sentence-pre,,,,0,,
22,sentence-pre,,,,0,,
22,sentence-pre,,,5671.4050000301,1,,
22,sentence-pre,,,7089.0500000096,1,,
22,recall-pre,1,4,7334.4350000261,0,STJL,LTJT
22,sentence-pre,,,4877.9250000371,1,,
22,sentence-pre,,,7631.7449999624,1,,
22,sentence-pre,,,5360.2299999911,1,,
22,sentence-pre,,,5904.9450000166,1,,
22,sentence-pre,,,5609.9899999681,0,,
22,sentence-pre,,,6412.87499998,1,,
22,recall-pre,2,6,16083.880000049,0,NHLTPJ,____J
22,sentence-pre,,,3524.2849999922,1,,
22,sentence-pre,,,4572.7699999698,1,,
22,sentence-pre,,,5428.0649999855,1,,
22,sentence-pre,,,5021.5600000229,0,,
22,sentence-pre,,,5580.4549999884,1,,
22,recall-pre,3,5,8220.0650000013,1,JRLYH,JRLYH
22,sentence-pre,,,4539.0500000212,1,,
22,sentence-pre,,,3743.9149999991,1,,
22,sentence-pre,,,2990.4700000188,1,,
22,sentence-pre,,,5471.2700000382,1,,
22,sentence-pre,,,3701.5949999914,1,,
22,sentence-pre,,,7814.795000013,1,,
22,recall-pre,4,6,17301.890000002,1,LHYRJT,LHYRJT
22,sentence-pre,,,5797.5650000153,1,,
22,sentence-pre,,,5922.2300000256,1,,
22,sentence-pre,,,5280.4950000136,1,,
22,sentence-pre,,,6088.3999999496,0,,
22,recall-pre,5,4,7918.0949999718,1,LRNS,LRNS
22,sentence-pre,,,4495.820000011,1,,
22,sentence-pre,,,6274.4550000061,1,,
22,sentence-pre,,,4380.3900000057,1,,
22,sentence-pre,,,4033.0249999533,1,,
22,sentence-pre,,,3816.2149999989,1,,
22,recall-pre,6,5,7750.9849999915,1,SQPTL,SQPTL
22,sentence-post,,,3943.5449999874,1,,
22,sentence-post,,,5434.0849999571,1,,
22,sentence-post,,,3266.3899999461,1,,
22,sentence-post,,,3375.8099999977,1,,
22,sentence-post,,,3598.9050000207,1,,
22,recall-post,1,5,9393.8049999997,1,JRYPK,JRYPK
22,sentence-post,,,3695.0499999803,1,,
22,sentence-post,,,3780.2050000173,1,,
22,sentence-post,,,4846.1249999818,1,,
22,sentence-post,,,5309.4249999849,0,,
22,recall-post,2,4,12047.974999994,0,JPYR,JP_R
22,sentence-post,,,5122.7600000566,1,,
22,sentence-post,,,4581.6399999894,1,,
22,sentence-post,,,4794.4449999486,1,,
22,sentence-post,,,4883.8499999838,1,,
22,sentence-post,,,5824.6250000084,1,,
22,sentence-post,,,4177.2699999856,1,,
22,recall-post,3,6,9962.4949999852,1,NKJSPT,NKJSPT
22,sentence-post,,,3805.1950000226,1,,
22,sentence-post,,,4334.4550000038,1,,
22,sentence-post,,,4383.4350000252,1,,
22,sentence-post,,,4171.5800000238,1,,
22,recall-post,4,4,7924.4250000338,1,NTHL,NTHL
22,sentence-post,,,4643.8950000447,1,,
22,sentence-post,,,4288.3349999902,1,,
22,sentence-post,,,3523.659999948,1,,
22,sentence-post,,,4157.0900000515,1,,
22,sentence-post,,,5897.3349999869,1,,
22,sentence-post,,,4237.0000000228,1,,
22,recall-post,5,6,8775.8599999943,1,NYKRQT,NYKRQT
22,sentence-post,,,3976.9649999798,1,,
22,sentence-post,,,2606.145000027,1,,
22,sentence-post,,,4731.3250000007,1,,
22,sentence-post,,,2595.4400000046,1,,
22,sentence-post,,,7793.9650000189,1,,
22,recall-post,6,5,8292.8299999912,1,RJNYK,RJNYK
26,sentence-pre,,,4625.8450000023,1,,
26,sentence-pre,,,4005.4550000059,1,,
26,sentence-pre,,,4284.9950000018,1,,
26,sentence-pre,,,8705.5499999988,1,,
26,sentence-pre,,,6386.6600000038,1,,
26,sentence-pre,,,9709.3899999963,1,,
26,recall-pre,1,6,10541.194999998,0,JYPHSL,JYPHS
26,sentence-pre,,,6614.1399999979,1,,
26,sentence-pre,,,4723.6899999989,0,,
26,sentence-pre,,,6773.3700000026,1,,
26,sentence-pre,,,3776.9050000061,1,,
26,recall-pre,2,4,8601.0349999997,1,SNLT,SNLT
26,sentence-pre,,,6839.2499999973,1,,
26,sentence-pre,,,5663.6450000005,1,,
26,sentence-pre,,,3867.7549999993,1,,
26,sentence-pre,,,7688.1100000028,0,,
26,sentence-pre,,,5890.9050000002,1,,
26,recall-pre,3,5,9757.9550000009,1,TQSJN,TQSJN
26,sentence-pre,,,4908.6349999998,1,,
26,sentence-pre,,,4532.3849999986,1,,
26,sentence-pre,,,3682.1199999977,1,,
26,sentence-pre,,,8452.3850000041,1,,
26,recall-pre,4,4,7935.9100000001,1,PNYH,PNYH
26,sentence-pre,,,4793.1399999943,1,,
26,sentence-pre,,,5339.6549999961,1,,
26,sentence-pre,,,9853.0099999989,1,,
26,sentence-pre,,,6491.0300000047,1,,
26,sentence-pre,,,4756.4250000069,1,,
26,sentence-pre,,,7892.1400000036,1,,
26,recall-pre,5,6,12062.915000002,1,RHSFTQ,RHSFTQ
26,sentence-pre,,,5031.9449999952,1,,
26,sentence-pre,,,4366.399999999,1,,
26,sentence-pre,,,5013.6950000015,1,,
26,sentence-pre,,,4053.0249999938,1,,
26,sentence-pre,,,4305.6699999943,1,,
26,recall-pre,6,5,8582.5199999963,1,YLJFK,YLJFK
26,sentence-post,,,4470.7049999996,1,,
26,sentence-post,,,3853.7700000019,1,,
26,sentence-post,,,4153.0799999963,1,,
26,sentence-post,,,5299.1049999981,1,,
26,recall-post,1,4,7050.5100000012,1,NKYF,NKYF
26,sentence-post,,,6061.2449999973,1,,
26,sentence-post,,,5699.4549999945,1,,
26,sentence-post,,,6044.3800000064,0,,
26,sentence-post,,,5755.0000000047,1,,
26,sentence-post,,,7300.1700000023,1,,
26,recall-post,2,5,12365.48,1,JSYLT,JSYLT
26,sentence-post,,,5095.9700000021,1,,
26,sentence-post,,,3714.4550000015,1,,
26,sentence-post,,,3573.7749999971,1,,
26,sentence-post,,,5296.6049999958,1,,
26,sentence-post,,,4946.6599999941,1,,
26,recall-post,3,5,10418.640000004,1,PJNSY,PJNSY
26,sentence-post,,,3238.4400000009,1,,
26,sentence-post,,,3599.7050000005,1,,
26,sentence-post,,,3536.4100000006,1,,
26,sentence-post,,,4234.4900000026,1,,
26,sentence-post,,,3491.5449999971,1,,
26,sentence-post,,,4347.7949999943,1,,
26,recall-post,4,6,12035.489999995,1,LYJTNR,LYJTNR
26,sentence-post,,,3647.9449999966,1,,
26,sentence-post,,,3475.4799999939,1,,
26,sentence-post,,,4386.2799999984,1,,
26,sentence-post,,,3657.3599999971,1,,
26,sentence-post,,,5963.9250000035,1,,
26,sentence-post,,,2947.5200000014,1,,
26,recall-post,5,6,14946.454999997,1,JNYKQH,JNYKQH
26,sentence-post,,,3377.2400000016,1,,
26,sentence-post,,,4624.809999994,1,,
26,sentence-post,,,3319.3750000065,1,,
26,sentence-post,,,4982.1299999966,1,,
26,recall-post,6,4,11061.419999998,1,SYFN,SYFN
