groupe,subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled
transc,12,sentence-pre,,,5050.9850000017,1,,
transc,12,sentence-pre,,,3601.5650000009,1,,
transc,12,sentence-pre,,,5402.2549999972,1,,
transc,12,sentence-pre,,,4381.5900000008,1,,
transc,12,recall-pre,6,6,7458.6450000023,0,PYRTJN,PYRTJ
transc,12,sentence-post,,,6836.4250000012,1,,
transc,12,sentence-post,,,3998.0099999993,1,,
transc,12,sentence-post,,,3190.2599999993,1,,
transc,12,sentence-post,,,3106.0550000002,1,,
transc,12,recall-post,1,4,4383.1500000013,1,KNPY,KNPY
transc,12,sentence-post,,,5500.2349999994,1,,
transc,12,sentence-post,,,3695.2449999992,1,,
transc,12,sentence-post,,,3832.6400000006,1,,
transc,12,sentence-post,,,6505.3450000011,0,,
transc,12,sentence-post,,,5966.6049999981,1,,
transc,12,recall-post,2,5,7207.1350000002,0,NTSJL,TNS
transc,12,sentence-post,,,5071.0249999971,1,,
transc,12,sentence-post,,,4441.3299999977,1,,
transc,12,sentence-post,,,4822.5800000001,1,,
transc,12,sentence-post,,,6411.9849999989,1,,
transc,12,sentence-post,,,4989.1700000009,1,,
transc,12,sentence-post,,,4526.7800000003,1,,
transc,12,recall-post,3,6,14168.535000001,0,LHQPFR,NHQTS
transc,12,sentence-post,,,3091.375,1,,
transc,12,sentence-post,,,4321.0300000031,1,,
transc,12,sentence-post,,,4854.5800000029,1,,
transc,12,sentence-post,,,3959.6950000012,1,,
transc,12,sentence-post,,,5427.6800000006,1,,
transc,12,sentence-post,,,4999.1849999968,1,,
transc,12,recall-post,4,6,13268.039999999,0,QKYSPH,QKY
transc,12,sentence-post,,,4657.7650000001,1,,
transc,12,sentence-post,,,5471.5599999977,1,,
transc,12,sentence-post,,,4329.5250000008,1,,
transc,12,sentence-post,,,4672.260000003,1,,
transc,12,sentence-post,,,3512.0749999988,1,,
transc,12,recall-post,5,5,4816.8800000018,1,KYRFN,KYRFN
transc,12,sentence-post,,,4532.2249999992,1,,
transc,12,sentence-post,,,4715.3199999994,1,,
transc,12,sentence-post,,,2322.3749999995,1,,
transc,12,sentence-post,,,4027.689999999,1,,
transc,12,recall-post,6,4,7830.3249999993,0,FSRN,FTRS
transc,24,sentence-pre,,,4196.385,1,,
transc,24,sentence-pre,,,3744.4800000001,1,,
transc,24,sentence-pre,,,3346.365,1,,
transc,24,sentence-pre,,,3072.14,1,,
transc,24,sentence-pre,,,2882.955,1,,
transc,24,sentence-pre,,,4565.145,1,,
transc,24,recall-pre,1,6,16926.795,1,YFLSNH,YFLSNH
transc,24,sentence-pre,,,4365.27,1,,
transc,24,sentence-pre,,,4457.3,0,,
transc,24,sentence-pre,,,4782.72,1,,
transc,24,sentence-pre,,,3182.3099999999,1,,
transc,24,sentence-pre,,,4543.6100000001,1,,
transc,24,sentence-pre,,,3996.655,0,,
transc,24,recall-pre,2,6,11333.77,0,TQPNJY,TQPJY
transc,24,sentence-pre,,,4390.7,1,,
transc,24,sentence-pre,,,4497.4000000001,0,,
transc,24,sentence-pre,,,3529.99,1,,
transc,24,sentence-pre,,,3619.835,1,,
transc,24,sentence-pre,,,3268.085,1,,
transc,24,recall-pre,3,5,10436.685,1,QSLNH,QSLNH
transc,24,sentence-pre,,,3104.47,1,,
transc,24,sentence-pre,,,3385.7,1,,
transc,24,sentence-pre,,,3230.395,1,,
transc,24,sentence-pre,,,4094.7150000001,1,,
transc,24,recall-pre,4,4,9135.9749999999,1,NPJS,NPJS
transc,24,sentence-pre,,,3146.45,1,,
transc,24,sentence-pre,,,4013.3400000001,1,,
transc,24,sentence-pre,,,2436.45,1,,
transc,24,sentence-pre,,,3721.02,1,,
transc,24,recall-pre,5,4,8124.075,1,QPJN,QPJN
transc,24,sentence-pre,,,4717.035,1,,
transc,24,sentence-pre,,,3271.545,0,,
transc,24,sentence-pre,,,3097.5,1,,
transc,24,sentence-pre,,,3146.33,1,,
transc,24,sentence-pre,,,3013.55,1,,
transc,24,recall-pre,6,5,10485.975,0,PYHKF,PYKF
transc,24,sentence-post,,,4646.0850000004,1,,
transc,24,sentence-post,,,4297.5249999999,1,,
transc,24,sentence-post,,,3858.1349999998,0,,
transc,24,sentence-post,,,3803.4250000003,1,,
transc,24,recall-post,1,4,7890.2699999996,1,HPNY,HPNY
transc,24,sentence-post,,,4702.855,1,,
transc,24,sentence-post,,,3772.0799999996,1,,
transc,24,sentence-post,,,3986.7800000003,1,,
transc,24,sentence-post,,,4954.29,0,,
transc,24,recall-post,2,4,7811.415,0,HTNY,HQNY
transc,24,sentence-post,,,4878.5649999999,0,,
transc,24,sentence-post,,,4140.4199999999,1,,
transc,24,sentence-post,,,3477.9949999996,1,,
transc,24,sentence-post,,,3491.6299999999,1,,
transc,24,sentence-post,,,3963.4850000003,1,,
transc,24,sentence-post,,,4485.7649999997,1,,
transc,24,recall-post,3,6,14240.53,0,JSHRPQ,JHRPQ
transc,24,sentence-post,,,3919.7750000004,1,,
transc,24,sentence-post,,,2636.0549999997,1,,
transc,24,sentence-post,,,3582.0900000003,1,,
transc,24,sentence-post,,,3864.46,1,,
transc,24,sentence-post,,,3114.7999999998,1,,
transc,24,sentence-post,,,4029.3049999997,1,,
transc,24,recall-post,4,6,12431.2,1,PRHFKQ,PRHFKQ
transc,24,sentence-post,,,3884.1950000003,1,,
transc,24,sentence-post,,,3941.7200000002,1,,
transc,24,sentence-post,,,3856.6550000003,1,,
transc,24,sentence-post,,,3071.8050000002,1,,
transc,24,sentence-post,,,4499.8100000001,1,,
transc,24,recall-post,5,5,10275.095,0,QTJNK,QTLNK
transc,24,sentence-post,,,3757.3099999996,1,,
transc,24,sentence-post,,,2912.0800000001,1,,
transc,24,sentence-post,,,4277.7800000003,1,,
transc,24,sentence-post,,,3454.6750000003,1,,
transc,24,sentence-post,,,3252.0649999995,1,,
transc,24,recall-post,6,5,10227.015,0,RQFJK,RQFK
transc,28,sentence-pre,,,3306,1,,
transc,28,sentence-pre,,,3884,1,,
transc,28,sentence-pre,,,4508,1,,
transc,28,sentence-pre,,,5698,1,,
transc,28,sentence-pre,,,5643,1,,
transc,28,sentence-pre,,,6511,0,,
transc,28,recall-pre,1,6,14866,0,JFSHQP,JFSLH_
transc,28,sentence-pre,,,3714,1,,
transc,28,sentence-pre,,,3687,1,,
transc,28,sentence-pre,,,3906,0,,
transc,28,sentence-pre,,,7026,1,,
transc,28,sentence-pre,,,5731,1,,
transc,28,recall-pre,2,5,10419,1,SKYLJ,SKYLJ
transc,28,sentence-pre,,,6372,1,,
transc,28,sentence-pre,,,5149,1,,
transc,28,sentence-pre,,,4947,0,,
transc,28,sentence-pre,,,3265,1,,
transc,28,sentence-pre,,,4537,1,,
transc,28,sentence-pre,,,3728,1,,
transc,28,recall-pre,3,6,11044,0,KHPFSL,KHFPLS
transc,28,sentence-pre,,,2204,1,,
transc,28,sentence-pre,,,5174,1,,
transc,28,sentence-pre,,,5013,1,,
transc,28,sentence-pre,,,2613,1,,
transc,28,recall-pre,4,4,6627,0,RSLK,RLSK
transc,28,sentence-pre,,,3013,1,,
transc,28,sentence-pre,,,2750,1,,
transc,28,sentence-pre,,,4615,1,,
transc,28,sentence-pre,,,5960,1,,
transc,28,sentence-pre,,,4264,1,,
transc,28,recall-pre,5,5,17907,0,JNQSY,JL__Y
transc,28,sentence-pre,,,4956,1,,
transc,28,sentence-pre,,,4991,1,,
transc,28,sentence-pre,,,3272,1,,
transc,28,sentence-pre,,,3673,1,,
transc,28,recall-pre,6,4,5077,1,JYHS,JYHS
transc,28,sentence-post,,,3632,1,,
transc,28,sentence-post,,,3858,1,,
transc,28,sentence-post,,,3968,1,,
transc,28,sentence-post,,,3957,1,,
transc,28,sentence-post,,,4015,1,,
transc,28,sentence-post,,,4449,1,,
transc,28,recall-post,1,6,6149,1,PLHQFJ,PLHQFJ
transc,28,sentence-post,,,4749,1,,
transc,28,sentence-post,,,5709,0,,
transc,28,sentence-post,,,3417,0,,
transc,28,sentence-post,,,3846,1,,
transc,28,recall-post,2,4,4913,0,NTFL,FTFL
transc,28,sentence-post,,,3245,1,,
transc,28,sentence-post,,,4844,1,,
transc,28,sentence-post,,,4420,1,,
transc,28,sentence-post,,,3178,1,,
transc,28,sentence-post,,,3783,1,,
transc,28,sentence-post,,,2928,1,,
transc,28,recall-post,3,6,5708,0,NQPRYL,FQPRY
transc,28,sentence-post,,,2612,1,,
transc,28,sentence-post,,,4976,1,,
transc,28,sentence-post,,,4019,1,,
transc,28,sentence-post,,,3703,1,,
transc,28,sentence-post,,,6614,1,,
transc,28,recall-post,4,5,8530,0,QKNHL,QKL_H
transc,28,sentence-post,,,2933,1,,
transc,28,sentence-post,,,3217,1,,
transc,28,sentence-post,,,3819,1,,
transc,28,sentence-post,,,3013,1,,
transc,28,sentence-post,,,4676,1,,
transc,28,recall-post,5,5,22501,0,HJQFK,HJKQK
transc,28,sentence-post,,,4004,1,,
transc,28,sentence-post,,,4609,1,,
transc,28,sentence-post,,,2521,1,,
transc,28,sentence-post,,,3174,1,,
transc,28,recall-post,6,4,5602,1,TRYS,TRYS
transc,22,sentence-pre,,,,0,,
transc,22,sentence-pre,,,,0,,
transc,22,sentence-pre,,,5671.4050000301,1,,
transc,22,sentence-pre,,,7089.0500000096,1,,
transc,22,recall-pre,1,4,7334.4350000261,0,STJL,LTJT
transc,22,sentence-pre,,,4877.9250000371,1,,
transc,22,sentence-pre,,,7631.7449999624,1,,
transc,22,sentence-pre,,,5360.2299999911,1,,
transc,22,sentence-pre,,,5904.9450000166,1,,
transc,22,sentence-pre,,,5609.9899999681,0,,
transc,22,sentence-pre,,,6412.87499998,1,,
transc,22,recall-pre,2,6,16083.880000049,0,NHLTPJ,____J
transc,22,sentence-pre,,,3524.2849999922,1,,
transc,22,sentence-pre,,,4572.7699999698,1,,
transc,22,sentence-pre,,,5428.0649999855,1,,
transc,22,sentence-pre,,,5021.5600000229,0,,
transc,22,sentence-pre,,,5580.4549999884,1,,
transc,22,recall-pre,3,5,8220.0650000013,1,JRLYH,JRLYH
transc,22,sentence-pre,,,4539.0500000212,1,,
transc,22,sentence-pre,,,3743.9149999991,1,,
transc,22,sentence-pre,,,2990.4700000188,1,,
transc,22,sentence-pre,,,5471.2700000382,1,,
transc,22,sentence-pre,,,3701.5949999914,1,,
transc,22,sentence-pre,,,7814.795000013,1,,
transc,22,recall-pre,4,6,17301.890000002,1,LHYRJT,LHYRJT
transc,22,sentence-pre,,,5797.5650000153,1,,
transc,22,sentence-pre,,,5922.2300000256,1,,
transc,22,sentence-pre,,,5280.4950000136,1,,
transc,22,sentence-pre,,,6088.3999999496,0,,
transc,22,recall-pre,5,4,7918.0949999718,1,LRNS,LRNS
transc,22,sentence-pre,,,4495.820000011,1,,
transc,22,sentence-pre,,,6274.4550000061,1,,
transc,22,sentence-pre,,,4380.3900000057,1,,
transc,22,sentence-pre,,,4033.0249999533,1,,
transc,22,sentence-pre,,,3816.2149999989,1,,
transc,22,recall-pre,6,5,7750.9849999915,1,SQPTL,SQPTL
transc,22,sentence-post,,,3943.5449999874,1,,
transc,22,sentence-post,,,5434.0849999571,1,,
transc,22,sentence-post,,,3266.3899999461,1,,
transc,22,sentence-post,,,3375.8099999977,1,,
transc,22,sentence-post,,,3598.9050000207,1,,
transc,22,recall-post,1,5,9393.8049999997,1,JRYPK,JRYPK
transc,22,sentence-post,,,3695.0499999803,1,,
transc,22,sentence-post,,,3780.2050000173,1,,
transc,22,sentence-post,,,4846.1249999818,1,,
transc,22,sentence-post,,,5309.4249999849,0,,
transc,22,recall-post,2,4,12047.974999994,0,JPYR,JP_R
transc,22,sentence-post,,,5122.7600000566,1,,
transc,22,sentence-post,,,4581.6399999894,1,,
transc,22,sentence-post,,,4794.4449999486,1,,
transc,22,sentence-post,,,4883.8499999838,1,,
transc,22,sentence-post,,,5824.6250000084,1,,
transc,22,sentence-post,,,4177.2699999856,1,,
transc,22,recall-post,3,6,9962.4949999852,1,NKJSPT,NKJSPT
transc,22,sentence-post,,,3805.1950000226,1,,
transc,22,sentence-post,,,4334.4550000038,1,,
transc,22,sentence-post,,,4383.4350000252,1,,
transc,22,sentence-post,,,4171.5800000238,1,,
transc,22,recall-post,4,4,7924.4250000338,1,NTHL,NTHL
transc,22,sentence-post,,,4643.8950000447,1,,
transc,22,sentence-post,,,4288.3349999902,1,,
transc,22,sentence-post,,,3523.659999948,1,,
transc,22,sentence-post,,,4157.0900000515,1,,
transc,22,sentence-post,,,5897.3349999869,1,,
transc,22,sentence-post,,,4237.0000000228,1,,
transc,22,recall-post,5,6,8775.8599999943,1,NYKRQT,NYKRQT
transc,22,sentence-post,,,3976.9649999798,1,,
transc,22,sentence-post,,,2606.145000027,1,,
transc,22,sentence-post,,,4731.3250000007,1,,
transc,22,sentence-post,,,2595.4400000046,1,,
transc,22,sentence-post,,,7793.9650000189,1,,
transc,22,recall-post,6,5,8292.8299999912,1,RJNYK,RJNYK
transc,26,sentence-pre,,,4625.8450000023,1,,
transc,26,sentence-pre,,,4005.4550000059,1,,
transc,26,sentence-pre,,,4284.9950000018,1,,
transc,26,sentence-pre,,,8705.5499999988,1,,
transc,26,sentence-pre,,,6386.6600000038,1,,
transc,26,sentence-pre,,,9709.3899999963,1,,
transc,26,recall-pre,1,6,10541.194999998,0,JYPHSL,JYPHS
transc,26,sentence-pre,,,6614.1399999979,1,,
transc,26,sentence-pre,,,4723.6899999989,0,,
transc,26,sentence-pre,,,6773.3700000026,1,,
transc,26,sentence-pre,,,3776.9050000061,1,,
transc,26,recall-pre,2,4,8601.0349999997,1,SNLT,SNLT
transc,26,sentence-pre,,,6839.2499999973,1,,
transc,26,sentence-pre,,,5663.6450000005,1,,
transc,26,sentence-pre,,,3867.7549999993,1,,
transc,26,sentence-pre,,,7688.1100000028,0,,
transc,26,sentence-pre,,,5890.9050000002,1,,
transc,26,recall-pre,3,5,9757.9550000009,1,TQSJN,TQSJN
transc,26,sentence-pre,,,4908.6349999998,1,,
transc,26,sentence-pre,,,4532.3849999986,1,,
transc,26,sentence-pre,,,3682.1199999977,1,,
transc,26,sentence-pre,,,8452.3850000041,1,,
transc,26,recall-pre,4,4,7935.9100000001,1,PNYH,PNYH
transc,26,sentence-pre,,,4793.1399999943,1,,
transc,26,sentence-pre,,,5339.6549999961,1,,
transc,26,sentence-pre,,,9853.0099999989,1,,
transc,26,sentence-pre,,,6491.0300000047,1,,
transc,26,sentence-pre,,,4756.4250000069,1,,
transc,26,sentence-pre,,,7892.1400000036,1,,
transc,26,recall-pre,5,6,12062.915000002,1,RHSFTQ,RHSFTQ
transc,26,sentence-pre,,,5031.9449999952,1,,
transc,26,sentence-pre,,,4366.399999999,1,,
transc,26,sentence-pre,,,5013.6950000015,1,,
transc,26,sentence-pre,,,4053.0249999938,1,,
transc,26,sentence-pre,,,4305.6699999943,1,,
transc,26,recall-pre,6,5,8582.5199999963,1,YLJFK,YLJFK
transc,26,sentence-post,,,4470.7049999996,1,,
transc,26,sentence-post,,,3853.7700000019,1,,
transc,26,sentence-post,,,4153.0799999963,1,,
transc,26,sentence-post,,,5299.1049999981,1,,
transc,26,recall-post,1,4,7050.5100000012,1,NKYF,NKYF
transc,26,sentence-post,,,6061.2449999973,1,,
transc,26,sentence-post,,,5699.4549999945,1,,
transc,26,sentence-post,,,6044.3800000064,0,,
transc,26,sentence-post,,,5755.0000000047,1,,
transc,26,sentence-post,,,7300.1700000023,1,,
transc,26,recall-post,2,5,12365.48,1,JSYLT,JSYLT
transc,26,sentence-post,,,5095.9700000021,1,,
transc,26,sentence-post,,,3714.4550000015,1,,
transc,26,sentence-post,,,3573.7749999971,1,,
transc,26,sentence-post,,,5296.6049999958,1,,
transc,26,sentence-post,,,4946.6599999941,1,,
transc,26,recall-post,3,5,10418.640000004,1,PJNSY,PJNSY
transc,26,sentence-post,,,3238.4400000009,1,,
transc,26,sentence-post,,,3599.7050000005,1,,
transc,26,sentence-post,,,3536.4100000006,1,,
transc,26,sentence-post,,,4234.4900000026,1,,
transc,26,sentence-post,,,3491.5449999971,1,,
transc,26,sentence-post,,,4347.7949999943,1,,
transc,26,recall-post,4,6,12035.489999995,1,LYJTNR,LYJTNR
transc,26,sentence-post,,,3647.9449999966,1,,
transc,26,sentence-post,,,3475.4799999939,1,,
transc,26,sentence-post,,,4386.2799999984,1,,
transc,26,sentence-post,,,3657.3599999971,1,,
transc,26,sentence-post,,,5963.9250000035,1,,
transc,26,sentence-post,,,2947.5200000014,1,,
transc,26,recall-post,5,6,14946.454999997,1,JNYKQH,JNYKQH
transc,26,sentence-post,,,3377.2400000016,1,,
transc,26,sentence-post,,,4624.809999994,1,,
transc,26,sentence-post,,,3319.3750000065,1,,
transc,26,sentence-post,,,4982.1299999966,1,,
transc,26,recall-post,6,4,11061.419999998,1,SYFN,SYFN
control,29,sentence-pre,,,3519.1899999991,1,,
control,29,sentence-pre,,,5253.810000002,1,,
control,29,sentence-pre,,,4641.4049999948,1,,
control,29,sentence-pre,,,4799.3399999978,1,,
control,29,recall-pre,1,4,7290.4349999953,1,KJRT,KJRT
control,29,sentence-pre,,,3383.8849999956,1,,
control,29,sentence-pre,,,4667.2400000025,0,,
control,29,sentence-pre,,,3773.9299999957,1,,
control,29,sentence-pre,,,5038.1450000059,0,,
control,29,sentence-pre,,,5595.7999999955,1,,
control,29,sentence-pre,,,6348.8050000014,1,,
control,29,recall-pre,2,6,10386.420000003,1,FLJPTQ,FLJPTQ
control,29,sentence-pre,,,3052.1100000042,1,,
control,29,sentence-pre,,,4858.7800000023,0,,
control,29,sentence-pre,,,4563.645000002,1,,
control,29,sentence-pre,,,5022.3000000042,0,,
control,29,sentence-pre,,,5392.9450000069,1,,
control,29,recall-pre,3,5,8235.8600000007,1,PSRJF,PSRJF
control,29,sentence-pre,,,5617.3199999976,1,,
control,29,sentence-pre,,,4578.9049999948,1,,
control,29,sentence-pre,,,4704.4949999981,1,,
control,29,sentence-pre,,,3965.5800000037,1,,
control,29,sentence-pre,,,4140.9550000026,1,,
control,29,recall-pre,4,5,8288.5100000058,1,NSTKJ,NSTKJ
control,29,sentence-pre,,,4028.8,1,,
control,29,sentence-pre,,,6726.6349999991,1,,
control,29,sentence-pre,,,5859.4649999941,1,,
control,29,sentence-pre,,,7127.5249999962,1,,
control,29,sentence-pre,,,,0,,
control,29,sentence-pre,,,4454.310000001,1,,
control,29,recall-pre,5,6,58226.085000002,0,HYSTJR,HJPRY
control,29,sentence-pre,,,5916.1850000019,0,,
control,29,sentence-pre,,,6465.670000005,1,,
control,29,sentence-pre,,,4749.6800000008,1,,
control,29,sentence-pre,,,5225.8000000002,1,,
control,29,recall-pre,6,4,8926.9599999971,1,HLKN,HLKN
control,29,sentence-post,,,5985.6199999996,1,,
control,29,sentence-post,,,4439.9600000032,1,,
control,29,sentence-post,,,5750.1849999973,1,,
control,29,sentence-post,,,6589.0050000013,1,,
control,29,recall-post,1,4,9267.6999999969,1,JNSL,JNSL
control,29,sentence-post,,,3768.4550000047,1,,
control,29,sentence-post,,,4251.5049999999,1,,
control,29,sentence-post,,,4290.7749999943,0,,
control,29,sentence-post,,,5912.6050000051,1,,
control,29,recall-post,2,4,8087.339999998,0,RYNT,YRYNT
control,29,sentence-post,,,4263.5049999952,1,,
control,29,sentence-post,,,4350.2399999998,1,,
control,29,sentence-post,,,3510.79,1,,
control,29,sentence-post,,,4173.0150000001,1,,
control,29,sentence-post,,,5000.2899999963,1,,
control,29,sentence-post,,,3854.6500000013,1,,
control,29,recall-post,3,6,15662.329999999,0,PKQNJR,PKQNR
control,29,sentence-post,,,3749.3949999991,1,,
control,29,sentence-post,,,2897.0550000011,1,,
control,29,sentence-post,,,4708.4899999974,1,,
control,29,sentence-post,,,5775.855,0,,
control,29,sentence-post,,,4775.2749999999,1,,
control,29,sentence-post,,,5133.759999997,1,,
control,29,recall-post,4,6,8697.0900000017,0,QHLPFY,QHFLPY
control,29,sentence-post,,,4417.0100000049,1,,
control,29,sentence-post,,,4002.2150000003,1,,
control,29,sentence-post,,,5121.8599999989,1,,
control,29,sentence-post,,,3433.2949999953,1,,
control,29,sentence-post,,,5027.9549999977,1,,
control,29,recall-post,5,5,9020.6249999977,1,YRQFS,YRQFS
control,29,sentence-post,,,3648.1700000004,1,,
control,29,sentence-post,,,4163.3799999985,1,,
control,29,sentence-post,,,4299.3649999993,1,,
control,29,sentence-post,,,2561.6149999984,1,,
control,29,sentence-post,,,5555.5049999966,1,,
control,29,recall-post,6,5,7332.1399999987,1,RHQSP,RHQSP
control,32,sentence-pre,,,4598,1,,
control,32,sentence-pre,,,6234,1,,
control,32,sentence-pre,,,5975,1,,
control,32,sentence-pre,,,3816,1,,
control,32,sentence-pre,,,6661,1,,
control,32,recall-pre,1,5,6005,1,FLRTP,FLRTP
control,32,sentence-pre,,,5773,1,,
control,32,sentence-pre,,,3974,1,,
control,32,sentence-pre,,,7078,1,,
control,32,sentence-pre,,,4691,1,,
control,32,recall-pre,2,4,6531,1,RNSF,RNSF
control,32,sentence-pre,,,5585,1,,
control,32,sentence-pre,,,5593,1,,
control,32,sentence-pre,,,4896,1,,
control,32,sentence-pre,,,5346,1,,
control,32,recall-pre,3,4,5228,1,KHRF,KHRF
control,32,sentence-pre,,,5335,0,,
control,32,sentence-pre,,,4333,1,,
control,32,sentence-pre,,,4963,1,,
control,32,sentence-pre,,,4445,1,,
control,32,sentence-pre,,,4423,1,,
control,32,sentence-pre,,,5661,1,,
control,32,recall-pre,4,6,6203,1,HYLNJK,HYLNJK
control,32,sentence-pre,,,4338,1,,
control,32,sentence-pre,,,6651,0,,
control,32,sentence-pre,,,5074,1,,
control,32,sentence-pre,,,4175,1,,
control,32,sentence-pre,,,5784,1,,
control,32,sentence-pre,,,5450,1,,
control,32,recall-pre,5,6,8643,1,SPLNKF,SPLNKF
control,32,sentence-pre,,,3640,1,,
control,32,sentence-pre,,,6087.9999999999,1,,
control,32,sentence-pre,,,3837,1,,
control,32,sentence-pre,,,3141,1,,
control,32,sentence-pre,,,5142,1,,
control,32,recall-pre,6,5,6677,1,HKYPF,HKYPF
control,32,sentence-post,,,3683,1,,
control,32,sentence-post,,,3659,1,,
control,32,sentence-post,,,4963,1,,
control,32,sentence-post,,,5773,1,,
control,32,sentence-post,,,6932,1,,
control,32,sentence-post,,,5310,1,,
control,32,recall-post,1,6,6541.9999999995,1,HNYKJF,HNYKJF
control,32,sentence-post,,,6566,1,,
control,32,sentence-post,,,5312,0,,
control,32,sentence-post,,,7325,1,,
control,32,sentence-post,,,3647,1,,
control,32,sentence-post,,,4231,1,,
control,32,recall-post,2,5,4639,1,LKHPQ,LKHPQ
control,32,sentence-post,,,5665,1,,
control,32,sentence-post,,,3287,1,,
control,32,sentence-post,,,2299,1,,
control,32,sentence-post,,,3937,1,,
control,32,sentence-post,,,2150.0000000005,1,,
control,32,recall-post,3,5,6078,1,HTYLR,HTYLR
control,32,sentence-post,,,3113,1,,
control,32,sentence-post,,,3489,1,,
control,32,sentence-post,,,2240,1,,
control,32,sentence-post,,,4804.0000000005,1,,
control,32,recall-post,4,4,4102.0000000005,1,SNQJ,SNQJ
control,32,sentence-post,,,2998.0000000005,1,,
control,32,sentence-post,,,3364,1,,
control,32,sentence-post,,,3027,1,,
control,32,sentence-post,,,3064,1,,
control,32,recall-post,5,4,5716,1,FQRH,FQRH
control,32,sentence-post,,,3292,1,,
control,32,sentence-post,,,4209,1,,
control,32,sentence-post,,,2500,1,,
control,32,sentence-post,,,4782,1,,
control,32,sentence-post,,,2206,1,,
control,32,sentence-post,,,4187,1,,
control,32,recall-post,6,6,9668,1,NJPRKF,NJPRKF
control,30,sentence-pre,,,5728,0,,
control,30,sentence-pre,,,8707,1,,
control,30,sentence-pre,,,6114,1,,
control,30,sentence-pre,,,6753,1,,
control,30,recall-pre,1,4,9525,1,LNHY,LNHY
control,30,sentence-pre,,,6957,1,,
control,30,sentence-pre,,,7626,0,,
control,30,sentence-pre,,,7854,0,,
control,30,sentence-pre,,,6050,0,,
control,30,sentence-pre,,,6394,1,,
control,30,recall-pre,2,5,17501,0,TLJKN,TLJQN
control,30,sentence-pre,,,8312,0,,
control,30,sentence-pre,,,5387,1,,
control,30,sentence-pre,,,6171,1,,
control,30,sentence-pre,,,10238,1,,
control,30,sentence-pre,,,,0,,
control,30,sentence-pre,,,4315,0,,
control,30,recall-pre,3,6,17023,0,YRFQSN,YRFQSL
control,30,sentence-pre,,,6580,1,,
control,30,sentence-pre,,,6340,1,,
control,30,sentence-pre,,,5285,1,,
control,30,sentence-pre,,,4438,1,,
control,30,sentence-pre,,,5820.9999999999,1,,
control,30,recall-pre,4,5,20814,0,HSTJN,YSTJN
control,30,sentence-pre,,,7074,1,,
control,30,sentence-pre,,,,0,,
control,30,sentence-pre,,,5233.0000000001,1,,
control,30,sentence-pre,,,5973,1,,
control,30,sentence-pre,,,6334,0,,
control,30,sentence-pre,,,6974.9999999999,0,,
control,30,recall-pre,5,6,38462,0,RYHFPT,RYHFP
control,30,sentence-pre,,,8286,1,,
control,30,sentence-pre,,,8185.0000000001,1,,
control,30,sentence-pre,,,6583.0000000001,0,,
control,30,sentence-pre,,,6231,1,,
control,30,recall-pre,6,4,6499,1,THQL,THQL
control,30,sentence-post,,,6201,1,,
control,30,sentence-post,,,6006.9999999995,0,,
control,30,sentence-post,,,4183,0,,
control,30,sentence-post,,,1413,1,,
control,30,recall-post,1,4,14076,1,PSYK,PSYK
control,30,sentence-post,,,5756,0,,
control,30,sentence-post,,,6427.9999999995,0,,
control,30,sentence-post,,,5246,0,,
control,30,sentence-post,,,7696,0,,
control,30,recall-post,2,4,8484,1,QSPH,QSPH
control,30,sentence-post,,,7755,1,,
control,30,sentence-post,,,3453,0,,
control,30,sentence-post,,,6924,0,,
control,30,sentence-post,,,7104,0,,
control,30,sentence-post,,,8464,1,,
control,30,sentence-post,,,3713.0000000005,0,,
control,30,recall-post,3,6,13424,1,RKTPSL,RKTPSL
control,30,sentence-post,,,2798.0000000005,0,,
control,30,sentence-post,,,2329.0000000005,1,,
control,30,sentence-post,,,3691,0,,
control,30,sentence-post,,,1977,1,,
control,30,sentence-post,,,4350,1,,
control,30,sentence-post,,,3003,1,,
control,30,recall-post,4,6,11221,1,LNFJPS,LNFJPS
control,30,sentence-post,,,5030,1,,
control,30,sentence-post,,,7272,1,,
control,30,sentence-post,,,3624,1,,
control,30,sentence-post,,,7024,1,,
control,30,sentence-post,,,4839,1,,
control,30,recall-post,5,5,8791,0,SQFKT,SQFRT
control,30,sentence-post,,,8644,1,,
control,30,sentence-post,,,3345,1,,
control,30,sentence-post,,,7114,1,,
control,30,sentence-post,,,6147,1,,
control,30,sentence-post,,,4331,1,,
control,30,recall-post,6,5,8165,1,HQRTL,HQRTL
control,34,sentence-pre,,,6618.6749999979,0,,
control,34,sentence-pre,,,9009.5800000054,0,,
control,34,sentence-pre,,,6620.2950000006,1,,
control,34,sentence-pre,,,9704.7450000027,1,,
control,34,sentence-pre,,,6701.215000001,0,,
control,34,recall-pre,1,5,20950.805,1,PLNJQ,PLNJQ
control,34,sentence-pre,,,7867.2200000001,0,,
control,34,sentence-pre,,,7988.3049999989,1,,
control,34,sentence-pre,,,6148.2350000006,0,,
control,34,sentence-pre,,,8267.4849999967,1,,
control,34,sentence-pre,,,11684.695000004,1,,
control,34,sentence-pre,,,9887.2400000037,1,,
control,34,recall-pre,2,6,37798.045000003,0,RJLSKY,RLJY
control,34,sentence-pre,,,12596.140000001,0,,
control,34,sentence-pre,,,10462.925,1,,
control,34,sentence-pre,,,9002.2750000062,0,,
control,34,sentence-pre,,,7206.1299999987,1,,
control,34,recall-pre,3,4,11110.370000002,0,LFYK,RLJK
