groupe,subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled
control,34,sentence-pre,,,9669.8000000033,1,,
control,34,sentence-pre,,,9034.9449999994,1,,
control,34,sentence-pre,,,7566.8450000012,1,,
control,34,sentence-pre,,,7918.4200000018,1,,
control,34,sentence-pre,,,4973.6149999953,1,,
control,34,sentence-pre,,,7022.1250000031,0,,
control,34,recall-pre,4,6,22333.455,0,SKPRTQ,SPJKQT
control,34,sentence-pre,,,13173.820000004,0,,
control,34,sentence-pre,,,,0,,
control,34,sentence-pre,,,12233.740000003,1,,
control,34,sentence-pre,,,8308.8800000041,0,,
control,34,recall-pre,5,4,25206.724999996,1,LKQT,LKQT
control,34,sentence-pre,,,8771.0050000023,1,,
control,34,sentence-pre,,,2364.4199999981,1,,
control,34,sentence-pre,,,11689.064999999,1,,
control,34,sentence-pre,,,5996.8049999952,1,,
control,34,sentence-pre,,,8004.1399999973,1,,
control,34,recall-pre,6,5,24028.985000004,0,HLFST,HFLST
control,34,sentence-post,,,11319.735000005,1,,
control,34,sentence-post,,,9218.2499999981,1,,
control,34,sentence-post,,,6676.7049999982,0,,
control,34,sentence-post,,,9049.5249999948,1,,
control,34,sentence-post,,,14572.645,1,,
control,34,recall-post,1,5,18957.580000002,0,NLRFK,NLRSK
control,34,sentence-post,,,10892.775,0,,
control,34,sentence-post,,,10293.600000004,0,,
control,34,sentence-post,,,10332.020000002,0,,
control,34,sentence-post,,,7843.7400000039,0,,
control,34,sentence-post,,,7890.7550000004,1,,
control,34,recall-post,2,5,13133.925000002,0,TQFRH,TQFR
control,34,sentence-post,,,6973.5099999965,1,,
control,34,sentence-post,,,15172.254999998,1,,
control,34,sentence-post,,,10204.299999998,1,,
control,34,sentence-post,,,8110.655000004,1,,
control,34,sentence-post,,,5414.1650000019,1,,
control,34,sentence-post,,,6663.3149999981,1,,
control,34,recall-post,3,6,15678.354999997,0,QTPNRF,NQKLP
control,34,sentence-post,,,8541.0950000007,1,,
control,34,sentence-post,,,8460.7299999991,1,,
control,34,sentence-post,,,10727.959999996,1,,
control,34,sentence-post,,,12511.145000004,1,,
control,34,recall-post,4,4,21310.680000002,0,HRFS,QLNS
control,34,sentence-post,,,7372.9450000026,1,,
control,34,sentence-post,,,7069.5050000069,1,,
control,34,sentence-post,,,6415.7100000009,1,,
control,34,sentence-post,,,8968.4649999985,1,,
control,34,sentence-post,,,7244.7850000029,1,,
control,34,sentence-post,,,4082.1849999996,1,,
control,34,recall-post,5,6,25642.095000003,0,HYKTRJ,HNFYLJ
control,34,sentence-post,,,7410.2850000053,1,,
control,34,sentence-post,,,9251.2799999965,0,,
control,34,sentence-post,,,11316.67,1,,
control,34,sentence-post,,,10797.350000001,1,,
control,34,recall-post,6,4,10573.539999998,0,LJTN,LPN
control,36,sentence-pre,,,2697.3150000013,1,,
control,36,sentence-pre,,,2740.8599999981,1,,
control,36,sentence-pre,,,3533.4699999985,1,,
control,36,sentence-pre,,,5105.1899999984,1,,
control,36,sentence-pre,,,4101.6100000015,1,,
control,36,recall-pre,1,5,5637.3450000028,1,RYSNQ,RYSNQ
control,36,sentence-pre,,,,0,,
control,36,sentence-pre,,,3894.3099999997,1,,
control,36,sentence-pre,,,3522.2049999975,1,,
control,36,sentence-pre,,,2250.0049999981,1,,
control,36,recall-pre,2,4,3601.534999998,1,FLYJ,FLYJ
control,36,sentence-pre,,,3027.7650000025,1,,
control,36,sentence-pre,,,2667.05,1,,
control,36,sentence-pre,,,3287.5299999978,1,,
control,36,sentence-pre,,,2603.5150000025,1,,
control,36,sentence-pre,,,5254.3799999985,1,,
control,36,recall-pre,3,5,5485.9800000013,1,KHPFQ,KHPFQ
control,36,sentence-pre,,,3170.5300000031,1,,
control,36,sentence-pre,,,3416.1700000004,1,,
control,36,sentence-pre,,,2046.9200000007,1,,
control,36,sentence-pre,,,2647.1700000002,1,,
control,36,sentence-pre,,,4485.3599999987,1,,
control,36,sentence-pre,,,3253.0699999988,1,,
control,36,recall-pre,4,6,10524.624999998,1,KRSFHL,KRSFHL
control,36,sentence-pre,,,4134.5299999993,1,,
control,36,sentence-pre,,,4901.034999999,1,,
control,36,sentence-pre,,,4676.2149999995,1,,
control,36,sentence-pre,,,7010.0249999996,1,,
control,36,sentence-pre,,,3345.4450000026,1,,
control,36,sentence-pre,,,5227.8749999969,1,,
control,36,recall-pre,5,6,11083.759999998,0,YSFTKR,FSFKTR
control,36,sentence-pre,,,6547.6300000009,1,,
control,36,sentence-pre,,,4066.5200000003,1,,
control,36,sentence-pre,,,2279.3999999994,1,,
control,36,sentence-pre,,,1702.7450000023,1,,
control,36,recall-pre,6,4,5903.795000002,1,JNQT,JNQT
control,36,sentence-post,,,4686.4249999998,1,,
control,36,sentence-post,,,3976.2850000006,1,,
control,36,sentence-post,,,3235.9099999995,1,,
control,36,sentence-post,,,2441.429999999,1,,
control,36,sentence-post,,,5212.1150000021,1,,
control,36,recall-post,1,5,4295.1700000013,1,QLYNP,QLYNP
control,36,sentence-post,,,3761.5550000011,1,,
control,36,sentence-post,,,4685.4399999974,1,,
control,36,sentence-post,,,,0,,
control,36,sentence-post,,,6135.2249999982,1,,
control,36,recall-post,2,4,5073.8600000003,1,LQYH,LQYH
control,36,sentence-post,,,4173.2649999976,1,,
control,36,sentence-post,,,2882.0799999996,1,,
control,36,sentence-post,,,2635.1199999989,1,,
control,36,sentence-post,,,2563.0700000003,1,,
control,36,sentence-post,,,4125.355,1,,
control,36,sentence-post,,,4797.784999999,1,,
control,36,recall-post,3,6,6147.3699999987,0,JSHPFR,JHSPFR
control,36,sentence-post,,,2599.7349999999,1,,
control,36,sentence-post,,,3368.8800000018,1,,
control,36,sentence-post,,,4132.7050000001,1,,
control,36,sentence-post,,,2767.1499999997,1,,
control,36,sentence-post,,,2779.1100000031,1,,
control,36,sentence-post,,,5616.7700000005,1,,
control,36,recall-post,4,6,5763.4099999995,0,QPJRNF,QPJRFF
control,36,sentence-post,,,4998.2799999998,1,,
control,36,sentence-post,,,4526.6249999986,1,,
control,36,sentence-post,,,1924.2950000006,1,,
control,36,sentence-post,,,5002.9399999985,1,,
control,36,recall-post,5,4,3481.5850000014,1,YTQP,YTQP
control,36,sentence-post,,,3971.3650000012,1,,
control,36,sentence-post,,,1944.7599999984,1,,
control,36,sentence-post,,,3670.8150000013,1,,
control,36,sentence-post,,,1454.1800000006,1,,
control,36,sentence-post,,,3199.0000000005,1,,
control,36,recall-post,6,5,7425.0749999993,1,FQJNH,FQJNH
control,38,sentence-pre,,,2766.1250000001,1,,
control,38,sentence-pre,,,1946.5249999994,1,,
control,38,sentence-pre,,,2396.7599999996,1,,
control,38,sentence-pre,,,1513.2600000006,1,,
control,38,sentence-pre,,,2076.6000000003,1,,
control,38,recall-pre,1,5,6090.0249999995,1,PHKLN,PHKLN
control,38,sentence-pre,,,2606.7899999998,1,,
control,38,sentence-pre,,,1329.5500000004,1,,
control,38,sentence-pre,,,2087.7449999998,1,,
control,38,sentence-pre,,,1162.4099999999,1,,
control,38,sentence-pre,,,1502.0900000009,1,,
control,38,sentence-pre,,,2937.4049999997,1,,
control,38,recall-pre,2,6,5972.9299999999,1,LSYQRT,LSYQRT
control,38,sentence-pre,,,1866.1200000006,1,,
control,38,sentence-pre,,,2202.73,1,,
control,38,sentence-pre,,,1822.4449999998,1,,
control,38,sentence-pre,,,1632.7849999998,1,,
control,38,recall-pre,3,4,4470.6849999993,1,NHSJ,NHSJ
control,38,sentence-pre,,,1704.4450000003,1,,
control,38,sentence-pre,,,1438.8650000001,1,,
control,38,sentence-pre,,,1496.9700000001,1,,
control,38,sentence-pre,,,3243.8750000001,1,,
control,38,sentence-pre,,,1590.94,1,,
control,38,recall-pre,4,5,3813.0899999996,1,SJLYP,SJLYP
control,38,sentence-pre,,,2926.7299999992,1,,
control,38,sentence-pre,,,1104.4500000007,1,,
control,38,sentence-pre,,,1447.9999999994,1,,
control,38,sentence-pre,,,1326.8250000001,1,,
control,38,sentence-pre,,,1758.2250000005,1,,
control,38,sentence-pre,,,1944.5649999998,1,,
control,38,recall-pre,5,6,8681.6800000006,0,HSJKPY,SHJKPY
control,38,sentence-pre,,,1835.0650000002,1,,
control,38,sentence-pre,,,2711.4649999994,1,,
control,38,sentence-pre,,,1955.8700000007,1,,
control,38,sentence-pre,,,1735.4650000006,1,,
control,38,recall-pre,6,4,4833.67,1,STJH,STJH
control,38,sentence-post,,,2838.8400000003,1,,
control,38,sentence-post,,,3752.9699999995,1,,
control,38,sentence-post,,,2065.8900000008,1,,
control,38,sentence-post,,,2646.9650000001,1,,
control,38,sentence-post,,,2820.7299999995,1,,
control,38,recall-post,1,5,5495.5499999996,1,YHPTQ,YHPTQ
control,38,sentence-post,,,5557.1100000006,0,,
control,38,sentence-post,,,2862.2949999999,1,,
control,38,sentence-post,,,3084.28,1,,
control,38,sentence-post,,,3837.1900000002,1,,
control,38,recall-post,2,4,5175.7850000004,1,NPYT,NPYT
control,38,sentence-post,,,3585.8349999997,1,,
control,38,sentence-post,,,2677.3249999997,1,,
control,38,sentence-post,,,3305.9649999996,1,,
control,38,sentence-post,,,2477.1000000001,1,,
control,38,sentence-post,,,2574.1449999996,1,,
control,38,recall-post,3,5,5037.0199999998,1,FHPTQ,FHPTQ
control,38,sentence-post,,,2542.7199999995,1,,
control,38,sentence-post,,,2042.8599999996,1,,
control,38,sentence-post,,,2565.8650000005,1,,
control,38,sentence-post,,,3489.2550000004,1,,
control,38,sentence-post,,,2192.4049999998,1,,
control,38,sentence-post,,,3422.7749999999,1,,
control,38,recall-post,4,6,5120.9150000005,1,JPTFRQ,JPTFRQ
control,38,sentence-post,,,3176.7950000004,1,,
control,38,sentence-post,,,3178.7899999998,1,,
control,38,sentence-post,,,2589.0500000005,1,,
control,38,sentence-post,,,2542.3099999998,1,,
control,38,sentence-post,,,3526.3000000005,1,,
control,38,sentence-post,,,2208.0699999996,1,,
control,38,recall-post,5,6,7117.7200000002,1,JPLHFS,JPLHFS
control,38,sentence-post,,,2540.5899999996,1,,
control,38,sentence-post,,,3579.635,1,,
control,38,sentence-post,,,2554.1600000006,1,,
control,38,sentence-post,,,2840.0049999999,1,,
control,38,recall-post,6,4,4172.2549999997,1,NTQH,NTQH
control,40,sentence-pre,,,4647.0349999727,0,,
control,40,sentence-pre,,,5208.8399999775,0,,
control,40,sentence-pre,,,5598.0050000362,1,,
control,40,sentence-pre,,,6075.3849999746,0,,
control,40,sentence-pre,,,,0,,
control,40,sentence-pre,,,,0,,
control,40,recall-pre,1,6,15620.544999954,0,SYKRFJ,FKSYR
control,40,sentence-pre,,,5472.9700000025,1,,
control,40,sentence-pre,,,4116.3350000279,0,,
control,40,sentence-pre,,,5813.1250000442,1,,
control,40,sentence-pre,,,,0,,
control,40,sentence-pre,,,5423.7449999782,0,,
control,40,recall-pre,2,5,12831.319999998,0,PFSQN,P_SQ_
control,40,sentence-pre,,,5544.7949999943,0,,
control,40,sentence-pre,,,4588.0950000137,1,,
control,40,sentence-pre,,,,0,,
control,40,sentence-pre,,,5692.2650000197,1,,
control,40,recall-pre,3,4,5974.7799999896,1,QRYF,QRYF
control,40,sentence-pre,,,,0,,
control,40,sentence-pre,,,5018.0650000111,1,,
control,40,sentence-pre,,,3527.2649999824,1,,
control,40,sentence-pre,,,5865.2499999735,1,,
control,40,sentence-pre,,,4801.5100000193,1,,
control,40,recall-pre,4,5,9890.4299999704,0,YTKHQ,KRYHT
control,40,sentence-pre,,,4889.4299999811,1,,
control,40,sentence-pre,,,4415.7899999991,1,,
control,40,sentence-pre,,,4621.8349999981,0,,
control,40,sentence-pre,,,5182.8499999829,1,,
control,40,sentence-pre,,,4706.5799999982,0,,
control,40,sentence-pre,,,3842.2850000206,1,,
control,40,recall-pre,5,6,10036.569999997,0,QSLRKN,QSTYN
control,40,sentence-pre,,,4934.3400000362,1,,
control,40,sentence-pre,,,4548.8800000167,1,,
control,40,sentence-pre,,,4921.6799999704,1,,
control,40,sentence-pre,,,5765.0950000389,1,,
control,40,recall-pre,6,4,10397.129999998,0,NSPF,TS___
control,40,sentence-post,,,4204.1150000296,1,,
control,40,sentence-post,,,5037.3549999786,0,,
control,40,sentence-post,,,3564.0150000108,0,,
control,40,sentence-post,,,4756.7399999825,1,,
control,40,sentence-post,,,4177.005000005,0,,
control,40,recall-post,1,5,10048.14499995,1,HPSFK,HPSFK
control,40,sentence-post,,,5340.6550000072,1,,
control,40,sentence-post,,,4358.024999965,1,,
control,40,sentence-post,,,4792.9250000161,1,,
control,40,sentence-post,,,5482.5600000331,0,,
control,40,sentence-post,,,4217.0250000199,0,,
control,40,sentence-post,,,4332.4600000051,1,,
control,40,recall-post,2,6,7934.2299999553,0,NQSLJT,NQSLJ
control,40,sentence-post,,,4183.245000022,0,,
control,40,sentence-post,,,5035.1299999747,1,,
control,40,sentence-post,,,4453.3199999714,1,,
control,40,sentence-post,,,3902.1749999956,1,,
control,40,sentence-post,,,3608.8050000253,1,,
control,40,recall-post,3,5,5471.9349999796,0,LSYPQ,SLYPQ
control,40,sentence-post,,,4599.990000017,1,,
control,40,sentence-post,,,4811.6550000268,1,,
control,40,sentence-post,,,2675.4799999762,1,,
control,40,sentence-post,,,4611.9250000338,1,,
control,40,recall-post,4,4,9317.4350000336,0,HQRJ,HQS_
control,40,sentence-post,,,4566.5400000289,1,,
control,40,sentence-post,,,4618.4149999754,1,,
control,40,sentence-post,,,4145.5150000402,1,,
control,40,sentence-post,,,3938.6649999651,1,,
control,40,sentence-post,,,5558.154999977,1,,
control,40,sentence-post,,,5118.6250000028,1,,
control,40,recall-post,5,6,11405.090000015,0,QFLKSH,Q_LHKY
control,40,sentence-post,,,4377.685000014,1,,
control,40,sentence-post,,,4240.9700000426,1,,
control,40,sentence-post,,,2928.3000000287,1,,
control,40,sentence-post,,,5898.0149999843,0,,
control,40,recall-post,6,4,5296.6749999905,0,NHJL,NTHJ
control,42,sentence-pre,,,3957.1,1,,
control,42,sentence-pre,,,4915.1,1,,
control,42,sentence-pre,,,4922.6,1,,
control,42,sentence-pre,,,3986.7,1,,
control,42,recall-pre,1,4,7081.5,0,FKHJ,YKHJ
control,42,sentence-pre,,,4090,1,,
control,42,sentence-pre,,,,0,,
control,42,sentence-pre,,,5239.7,1,,
control,42,sentence-pre,,,,0,,
control,42,recall-pre,2,4,18324.7,0,JPKR,JKLR
control,42,sentence-pre,,,5701.4,1,,
control,42,sentence-pre,,,3456.4,1,,
control,42,sentence-pre,,,4752.9,1,,
control,42,sentence-pre,,,,0,,
control,42,sentence-pre,,,5545.3,1,,
control,42,recall-pre,3,5,20432.7,0,HPTQR,HPQR
control,42,sentence-pre,,,,0,,
control,42,sentence-pre,,,4652.6,1,,
control,42,sentence-pre,,,3273.9,1,,
control,42,sentence-pre,,,4137.2,0,,
control,42,sentence-pre,,,4605.1,1,,
control,42,recall-pre,4,5,8151,1,SNPKL,SNPKL
control,42,sentence-pre,,,3519.8,1,,
control,42,sentence-pre,,,3182.2,1,,
control,42,sentence-pre,,,2971.3,1,,
control,42,sentence-pre,,,,0,,
control,42,sentence-pre,,,4067.4,0,,
control,42,sentence-pre,,,4930.2,1,,
control,42,recall-pre,5,6,18860.6,0,FKLSYR,FNPSQ
control,42,sentence-pre,,,5388.6,1,,
control,42,sentence-pre,,,3074,1,,
control,42,sentence-pre,,,4598.5,1,,
control,42,sentence-pre,,,2967.9,1,,
control,42,sentence-pre,,,4241.4,1,,
control,42,sentence-pre,,,6163.7,1,,
control,42,recall-pre,6,6,6151.8,0,PHKNJQ,PHKNQ
control,42,sentence-post,,,4120.7000000002,1,,
control,42,sentence-post,,,4480,1,,
control,42,sentence-post,,,4753.0999999996,1,,
control,42,sentence-post,,,4428.6000000001,1,,
control,42,sentence-post,,,,0,,
control,42,sentence-post,,,5920.5,1,,
control,42,recall-post,1,6,14885.4,0,FSQYHJ,FSQYJH
control,42,sentence-post,,,4651.0999999996,0,,
control,42,sentence-post,,,4081.1000000001,0,,
control,42,sentence-post,,,5036.1000000001,1,,
control,42,sentence-post,,,4780.3000000003,1,,
control,42,recall-post,2,4,19367,1,LHQS,LHQS
control,42,sentence-post,,,3353.5999999996,1,,
control,42,sentence-post,,,,0,,
control,42,sentence-post,,,5361.8999999999,1,,
control,42,sentence-post,,,4248.3999999999,1,,
control,42,recall-post,3,4,4356.8000000003,0,SRTL,STL
control,42,sentence-post,,,3069.2999999998,1,,
control,42,sentence-post,,,2363.2999999998,1,,
control,42,sentence-post,,,3390.2999999998,1,,
control,42,sentence-post,,,3783.3999999999,1,,
control,42,sentence-post,,,3197,1,,
control,42,recall-post,4,5,6625.7999999998,1,TJPQS,TJPQS
control,42,sentence-post,,,4312,1,,
control,42,sentence-post,,,5783.3999999999,1,,
control,42,sentence-post,,,3972.3000000003,1,,
control,42,sentence-post,,,5979.6999999997,1,,
control,42,sentence-post,,,3102.5,1,,
control,42,sentence-post,,,4298.6999999997,1,,
control,42,recall-post,5,6,9349.1999999997,0,QFJHSP,JSP
control,42,sentence-post,,,5405.7999999998,1,,
control,42,sentence-post,,,3111.3999999999,1,,
control,42,sentence-post,,,4853.1000000001,1,,
control,42,sentence-post,,,3426.6000000001,1,,
control,42,sentence-post,,,4997.5,1,,
control,42,recall-post,6,5,7167.7000000002,0,RKYQT,RKYT
control,46,sentence-pre,,,7159.4750000513,1,,
control,46,sentence-pre,,,7112.4999999884,1,,
control,46,sentence-pre,,,7830.5449999752,1,,
control,46,sentence-pre,,,6477.6399999973,1,,
control,46,sentence-pre,,,6105.979999993,1,,
control,46,recall-pre,1,5,15698.124999995,0,JQRPF,JPQR
control,46,sentence-pre,,,8105.4349999758,1,,
control,46,sentence-pre,,,13328.225000005,1,,
control,46,sentence-pre,,,9046.8950000359,0,,
control,46,sentence-pre,,,,0,,
control,46,sentence-pre,,,8485.8749999548,1,,
control,46,sentence-pre,,,10315.474999952,1,,
control,46,recall-pre,2,6,7800.1850000001,0,YHQLPJ,
control,46,sentence-pre,,,12358.805000025,1,,
control,46,sentence-pre,,,8065.260000003,1,,
control,46,sentence-pre,,,8790.7649999834,0,,
control,46,sentence-pre,,,6444.2750000162,1,,
control,46,sentence-pre,,,8152.6000000304,1,,
control,46,sentence-pre,,,9530.1650000038,0,,
control,46,recall-pre,3,6,15539.415000007,0,LSQYFR,SLQYS
control,46,sentence-pre,,,10162.810000009,0,,
control,46,sentence-pre,,,6170.764999988,1,,
control,46,sentence-pre,,,8432.770000014,1,,
control,46,sentence-pre,,,8825.7200000226,1,,
control,46,recall-pre,4,4,12911.454999994,0,FSKY,FLKY
control,46,sentence-pre,,,7701.6850000364,1,,
control,46,sentence-pre,,,10575.245000015,1,,
control,46,sentence-pre,,,13494.550000003,1,,
control,46,sentence-pre,,,10976.69000004,1,,
control,46,sentence-pre,,,11035.455000005,1,,
control,46,recall-pre,5,5,15572.450000036,0,RJYTP,SRYT
control,46,sentence-pre,,,15537.320000003,0,,
control,46,sentence-pre,,,10595.13500001,1,,
control,46,sentence-pre,,,7399.9450000119,1,,
control,46,sentence-pre,,,9268.0300000357,1,,
control,46,recall-pre,6,4,7745.6000000238,0,LPST,SLPT
control,46,sentence-post,,,,0,,
control,46,sentence-post,,,8004.7699999996,1,,
control,46,sentence-post,,,7743.3200000087,1,,
control,46,sentence-post,,,8212.910000002,1,,
control,46,recall-post,1,4,2362.4200000195,0,KFTQ,
control,46,sentence-post,,,7955.959999992,1,,
control,46,sentence-post,,,8200.045000005,1,,
control,46,sentence-post,,,14275.575000036,1,,
control,46,sentence-post,,,7946.2649999768,0,,
control,46,sentence-post,,,13294.82000001,1,,
control,46,sentence-post,,,11753.725000017,1,,
control,46,recall-post,2,6,26195.485000033,0,NQYTKP,NSYTP
control,46,sentence-post,,,8520.4099999974,1,,
control,46,sentence-post,,,9054.7450000304,0,,
control,46,sentence-post,,,13030.635000032,1,,
control,46,sentence-post,,,7837.3550000251,1,,
control,46,sentence-post,,,13358.284999966,1,,
control,46,recall-post,3,5,16215.564999962,0,YKSRH,YTFSH
control,46,sentence-post,,,8628.3849999891,1,,
control,46,sentence-post,,,17327.649999992,0,,
control,46,sentence-post,,,9449.5999999926,1,,
control,46,sentence-post,,,8467.6099999924,1,,
control,46,recall-post,4,4,8235.9249999863,0,YJNS,YJS
control,46,sentence-post,,,12820.914999989,1,,
control,46,sentence-post,,,,0,,
control,46,sentence-post,,,11371.890000009,1,,
control,46,sentence-post,,,8598.9600000321,1,,
control,46,sentence-post,,,8023.4650000348,1,,
control,46,recall-post,5,5,11071.375,0,YPKTR,YSTKR
control,46,sentence-post,,,8030.4899999755,1,,
control,46,sentence-post,,,5622.5100000156,1,,
control,46,sentence-post,,,7202.665000048,1,,
control,46,sentence-post,,,9894.1250000498,1,,
control,46,sentence-post,,,7114.0850000083,1,,
control,46,sentence-post,,,7327.3899999913,1,,
control,46,recall-post,6,6,28115.344999998,0,TPJKQL,TPJKQ
control,50,sentence-pre,,,3584.8649996333,1,,
control,50,sentence-pre,,,3326.82499988,1,,
control,50,sentence-pre,,,2853.0600001104,1,,
control,50,sentence-pre,,,3797.4749999121,1,,
control,50,sentence-pre,,,4776.699999813,1,,
control,50,sentence-pre,,,,0,,
control,50,recall-pre,1,6,16068.424999714,0,YSNPHL,SYNPHL
control,50,sentence-pre,,,2689.9749999866,1,,
control,50,sentence-pre,,,4000.6749997847,1,,
control,50,sentence-pre,,,5126.3099997304,1,,
control,50,sentence-pre,,,3741.5749998763,1,,
control,50,recall-pre,2,4,8576.4500000514,1,YPSJ,YPSJ
control,50,sentence-pre,,,4798.3349999413,1,,
control,50,sentence-pre,,,5064.7150003351,1,,
control,50,sentence-pre,,,3334.7800001502,1,,
control,50,sentence-pre,,,5289.7049998865,1,,
control,50,recall-pre,3,4,11976.915000007,1,TPHJ,TPHJ
control,50,sentence-pre,,,3229.2500003241,1,,
control,50,sentence-pre,,,3345.244999975,1,,
control,50,sentence-pre,,,3307.2550003417,1,,
control,50,sentence-pre,,,2950.9350000881,1,,
control,50,sentence-pre,,,3495.8549998701,1,,
control,50,sentence-pre,,,5057.8400003724,1,,
control,50,recall-pre,4,6,14198.540000245,1,RSJHNY,RSJHNY
control,50,sentence-pre,,,3199.3950000033,1,,
control,50,sentence-pre,,,2650.2449996769,1,,
control,50,sentence-pre,,,5785.4999997653,1,,
control,50,sentence-pre,,,3542.6699998789,1,,
control,50,sentence-pre,,,4296.3899997994,0,,
control,50,recall-pre,5,5,19797.879999969,1,FKSNR,FKSNR
control,50,sentence-pre,,,3124.7950000688,1,,
control,50,sentence-pre,,,4082.620000001,1,,
control,50,sentence-pre,,,4551.3849998824,1,,
control,50,sentence-pre,,,4560.7549999841,1,,
control,50,sentence-pre,,,3415.5950001441,1,,
control,50,recall-pre,6,5,11726.715000346,1,PSLYN,PSLYN
control,50,sentence-post,,,4259.8500000313,1,,
control,50,sentence-post,,,5020.4900000244,0,,
control,50,sentence-post,,,3606.9799996912,1,,
control,50,sentence-post,,,5295.5499999225,1,,
control,50,sentence-post,,,5095.1149999164,1,,
control,50,recall-post,1,5,11341.765000019,1,TQSLK,TQSLK
control,50,sentence-post,,,4144.3149996921,1,,
control,50,sentence-post,,,3359.1500003822,0,,
control,50,sentence-post,,,5248.4450000338,1,,
control,50,sentence-post,,,4400.5499999039,1,,
control,50,recall-post,2,4,12332.529999781,1,KNRF,KNRF
control,50,sentence-post,,,3615.5249997973,1,,
control,50,sentence-post,,,5072.329999879,1,,
control,50,sentence-post,,,6055.5449998938,1,,
control,50,sentence-post,,,3840.2249999344,1,,
control,50,recall-post,3,4,8845.9350001067,1,TJSY,TJSY
control,50,sentence-post,,,3025.7249996066,1,,
control,50,sentence-post,,,5615.4350000434,1,,
control,50,sentence-post,,,3552.7400001884,1,,
control,50,sentence-post,,,4165.2350001968,1,,
control,50,sentence-post,,,3879.3200002983,1,,
control,50,sentence-post,,,4496.4499999769,1,,
control,50,recall-post,4,6,36139.620000031,1,QTRFYJ,QTRFYJ
control,50,sentence-post,,,3974.5299997739,1,,
control,50,sentence-post,,,3359.3600001186,1,,
control,50,sentence-post,,,5214.2950003035,1,,
control,50,sentence-post,,,3240.2999997139,1,,
control,50,sentence-post,,,3798.1849997304,1,,
control,50,sentence-post,,,5807.1400001645,1,,
control,50,recall-post,5,6,13910.154999699,1,NQLTRJ,NQLTRJ
control,50,sentence-post,,,2512.3050003313,1,,
control,50,sentence-post,,,4121.9000001438,1,,
control,50,sentence-post,,,6072.0149995759,1,,
control,50,sentence-post,,,3597.9800000787,1,,
control,50,sentence-post,,,3919.6450002491,1,,
control,50,recall-post,6,5,14277.325000148,1,THRJQ,THRJQ
