,groupe,subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled,sim,dist
368,transc,20,sentence-pre,,,4520.0,1,,,1.0,0.0
369,transc,20,sentence-pre,,,5586.0,1,,,1.0,0.0
370,transc,20,recall-pre,2.0,4.0,6102.0,1,QFYT,QFYT,1.0,0.0
371,transc,20,sentence-pre,,,4327.0,1,,,1.0,0.0
372,transc,20,sentence-pre,,,3725.0,1,,,1.0,0.0
373,transc,20,sentence-pre,,,4907.0,1,,,1.0,0.0
374,transc,20,sentence-pre,,,6654.0,1,,,1.0,0.0
375,transc,20,sentence-pre,,,6281.0,1,,,1.0,0.0
376,transc,20,sentence-pre,,,5957.0,1,,,1.0,0.0
377,transc,20,recall-pre,3.0,6.0,7142.0,1,FKLQTP,FKLQTP,1.0,0.0
378,transc,20,sentence-pre,,,3480.0,1,,,1.0,0.0
379,transc,20,sentence-pre,,,3464.0,1,,,1.0,0.0
380,transc,20,sentence-pre,,,3455.0,1,,,1.0,0.0
381,transc,20,sentence-pre,,,4216.0,1,,,1.0,0.0
382,transc,20,sentence-pre,,,3520.0,1,,,1.0,0.0
383,transc,20,recall-pre,4.0,5.0,6108.0,1,FRTQJ,FRTQJ,1.0,0.0
384,transc,20,sentence-pre,,,5938.0,0,,,1.0,0.0
385,transc,20,sentence-pre,,,6449.0,1,,,1.0,0.0
386,transc,20,sentence-pre,,,3442.0,1,,,1.0,0.0
387,transc,20,sentence-pre,,,4278.0,1,,,1.0,0.0
388,transc,20,sentence-pre,,,6211.0,1,,,1.0,0.0
389,transc,20,sentence-pre,,,3825.0,1,,,1.0,0.0
390,transc,20,recall-pre,5.0,6.0,5613.0,1,LTHYNR,LTHYNR,1.0,0.0
391,transc,20,sentence-pre,,,4970.0,1,,,1.0,0.0
392,transc,20,sentence-pre,,,2691.0,1,,,1.0,0.0
393,transc,20,sentence-pre,,,4467.0,1,,,1.0,0.0
394,transc,20,sentence-pre,,,3000.0,1,,,1.0,0.0
395,transc,20,recall-pre,6.0,4.0,4678.0,1,HLPR,HLPR,1.0,0.0
396,transc,20,sentence-post,,,5026.0,1,,,1.0,0.0
397,transc,20,sentence-post,,,4325.0,1,,,1.0,0.0
398,transc,20,sentence-post,,,3067.0,1,,,1.0,0.0
399,transc,20,sentence-post,,,4416.0,1,,,1.0,0.0
400,transc,20,sentence-post,,,5313.0,1,,,1.0,0.0
401,transc,20,recall-post,1.0,5.0,9424.0,1,KSHQN,KSHQN,1.0,0.0
402,transc,20,sentence-post,,,4497.0,1,,,1.0,0.0
403,transc,20,sentence-post,,,3037.0,1,,,1.0,0.0
404,transc,20,sentence-post,,,3528.0,1,,,1.0,0.0
405,transc,20,sentence-post,,,3123.0,1,,,1.0,0.0
406,transc,20,recall-post,2.0,4.0,4657.0,1,NRPJ,NRPJ,1.0,0.0
407,transc,20,sentence-post,,,4167.0,1,,,1.0,0.0
408,transc,20,sentence-post,,,2753.0,1,,,1.0,0.0
409,transc,20,sentence-post,,,4434.0,1,,,1.0,0.0
410,transc,20,sentence-post,,,3161.0,1,,,1.0,0.0
411,transc,20,sentence-post,,,3167.0,1,,,1.0,0.0
412,transc,20,sentence-post,,,4799.0,1,,,1.0,0.0
413,transc,20,recall-post,3.0,6.0,7513.0,1,JHSKNY,JHSKNY,1.0,0.0
414,transc,20,sentence-post,,,3477.0,1,,,1.0,0.0
415,transc,20,sentence-post,,,3178.0,1,,,1.0,0.0
416,transc,20,sentence-post,,,4552.0,1,,,1.0,0.0
417,transc,20,sentence-post,,,3545.0,1,,,1.0,0.0
418,transc,20,sentence-post,,,5086.0,1,,,1.0,0.0
419,transc,20,recall-post,4.0,5.0,6182.0,1,TPYKH,TPYKH,1.0,0.0
420,transc,20,sentence-post,,,3766.0,1,,,1.0,0.0
421,transc,20,sentence-post,,,2574.0,1,,,1.0,0.0
422,transc,20,sentence-post,,,3031.0,1,,,1.0,0.0
423,transc,20,sentence-post,,,2546.0,1,,,1.0,0.0
424,transc,20,sentence-post,,,5835.0,1,,,1.0,0.0
425,transc,20,sentence-post,,,4201.0,1,,,1.0,0.0
426,transc,20,recall-post,5.0,6.0,10515.0,0,SHJFYR,SHJFYL,0.8333333333333334,0.16666666666666666
427,transc,20,sentence-post,,,3391.0,1,,,1.0,0.0
428,transc,20,sentence-post,,,4975.0,1,,,1.0,0.0
429,transc,20,sentence-post,,,3305.0,1,,,1.0,0.0
430,transc,20,sentence-post,,,5369.0,1,,,1.0,0.0
431,transc,20,recall-post,6.0,4.0,4636.0,1,TNKH,TNKH,1.0,0.0
432,transc,18,sentence-pre,,,5482.4949999966,1,,,1.0,0.0
433,transc,18,sentence-pre,,,6022.7650000015,1,,,1.0,0.0
434,transc,18,sentence-pre,,,7066.4399999951,1,,,1.0,0.0
435,transc,18,sentence-pre,,,8121.0950000022,1,,,1.0,0.0
436,transc,18,sentence-pre,,,8341.9300000023,0,,,1.0,0.0
437,transc,18,recall-pre,1.0,5.0,8900.705,0,QRYHK,QRLPK,0.6,0.4
438,transc,18,sentence-pre,,,8192.9750000054,1,,,1.0,0.0
439,transc,18,sentence-pre,,,8722.3249999952,1,,,1.0,0.0
440,transc,18,sentence-pre,,,7228.1100000037,1,,,1.0,0.0
441,transc,18,sentence-pre,,,12587.41,0,,,1.0,0.0
442,transc,18,recall-pre,2.0,4.0,9915.4099999942,0,PFYK,F__R,0.0,1.0
443,transc,18,sentence-pre,,,12034.495,0,,,1.0,0.0
444,transc,18,sentence-pre,,,4337.1750000006,1,,,1.0,0.0
445,transc,18,sentence-pre,,,6002.1699999998,1,,,1.0,0.0
446,transc,18,sentence-pre,,,12525.905000002,1,,,1.0,0.0
447,transc,18,recall-pre,3.0,4.0,6224.2100000003,0,RYLF,RYFL,0.5,0.5
448,transc,18,sentence-pre,,,8971.0049999994,1,,,1.0,0.0
449,transc,18,sentence-pre,,,6413.830000005,1,,,1.0,0.0
450,transc,18,sentence-pre,,,5891.1399999997,1,,,1.0,0.0
451,transc,18,sentence-pre,,,9486.1600000004,1,,,1.0,0.0
452,transc,18,sentence-pre,,,6957.4250000005,1,,,1.0,0.0
453,transc,18,sentence-pre,,,10128.955,1,,,1.0,0.0
454,transc,18,recall-pre,4.0,6.0,6402.9250000021,0,FSJLYH,___H,0.16666666666666663,0.8333333333333334
455,transc,18,sentence-pre,,,8618.3600000004,1,,,1.0,0.0
456,transc,18,sentence-pre,,,5960.325,1,,,1.0,0.0
457,transc,18,sentence-pre,,,2518.5200000051,1,,,1.0,0.0
458,transc,18,sentence-pre,,,5640.3750000027,1,,,1.0,0.0
459,transc,18,sentence-pre,,,11032.584999994,1,,,1.0,0.0
460,transc,18,recall-pre,5.0,5.0,9164.1849999942,0,SRFQN,FRSKS,0.19999999999999996,0.8
461,transc,18,sentence-pre,,,,0,,,1.0,0.0
462,transc,18,sentence-pre,,,7576.6399999993,1,,,1.0,0.0
463,transc,18,sentence-pre,,,6243.3650000021,1,,,1.0,0.0
464,transc,18,sentence-pre,,,3988.354999994,1,,,1.0,0.0
465,transc,18,sentence-pre,,,6012.250000007,1,,,1.0,0.0
466,transc,18,sentence-pre,,,7187.0750000016,1,,,1.0,0.0
467,transc,18,recall-pre,6.0,6.0,4977.1549999932,0,HQFSKL,QKL,0.5,0.5
468,transc,18,sentence-post,,,5768.9500000053,1,,,1.0,0.0
469,transc,18,sentence-post,,,5514.6050000037,1,,,1.0,0.0
470,transc,18,sentence-post,,,7069.8499999996,1,,,1.0,0.0
471,transc,18,sentence-post,,,9197.0449999934,0,,,1.0,0.0
472,transc,18,recall-post,1.0,4.0,10335.475,0,HSFY,H_SF,0.5,0.5
473,transc,18,sentence-post,,,5403.2399999993,1,,,1.0,0.0
474,transc,18,sentence-post,,,9093.9149999977,1,,,1.0,0.0
475,transc,18,sentence-post,,,5584.6349999993,1,,,1.0,0.0
476,transc,18,sentence-post,,,5995.8049999988,0,,,1.0,0.0
477,transc,18,sentence-post,,,6537.0449999976,0,,,1.0,0.0
478,transc,18,recall-post,2.0,5.0,6916.7250000029,0,HJLQF,HJFSF,0.6,0.4
479,transc,18,sentence-post,,,5926.1649999972,1,,,1.0,0.0
480,transc,18,sentence-post,,,5502.9100000029,1,,,1.0,0.0
481,transc,18,sentence-post,,,4242.6049999995,1,,,1.0,0.0
482,transc,18,sentence-post,,,5645.3050000053,1,,,1.0,0.0
483,transc,18,recall-post,3.0,4.0,5383.1449999996,0,QYPT,QYPJ,0.75,0.25
484,transc,18,sentence-post,,,9998.1100000003,1,,,1.0,0.0
485,transc,18,sentence-post,,,5926.1899999981,1,,,1.0,0.0
486,transc,18,sentence-post,,,6276.4099999988,1,,,1.0,0.0
487,transc,18,sentence-post,,,6828.1500000013,1,,,1.0,0.0
488,transc,18,sentence-post,,,6598.5050000018,1,,,1.0,0.0
489,transc,18,recall-post,4.0,5.0,12815.260000003,0,LKSQP,LKSK,0.6,0.4
490,transc,18,sentence-post,,,4260.0400000014,1,,,1.0,0.0
491,transc,18,sentence-post,,,9076.5300000054,1,,,1.0,0.0
492,transc,18,sentence-post,,,6729.3449999997,1,,,1.0,0.0
493,transc,18,sentence-post,,,5184.0499999966,1,,,1.0,0.0
494,transc,18,sentence-post,,,6467.3949999996,1,,,1.0,0.0
495,transc,18,sentence-post,,,5284.1100000003,1,,,1.0,0.0
496,transc,18,recall-post,5.0,6.0,4189.1449999963,0,YPJTRN,JFN,0.33333333333333337,0.6666666666666666
497,transc,18,sentence-post,,,7902.2149999943,1,,,1.0,0.0
498,transc,18,sentence-post,,,3769.5300000054,1,,,1.0,0.0
499,transc,18,sentence-post,,,8845.484999998,1,,,1.0,0.0
500,transc,18,sentence-post,,,6124.1900000023,1,,,1.0,0.0
501,transc,18,sentence-post,,,6708.3799999966,1,,,1.0,0.0
502,transc,18,sentence-post,,,6626.9400000018,1,,,1.0,0.0
503,transc,18,recall-post,6.0,6.0,16015.830000004,0,QFNLKR,QFNLK,0.8333333333333334,0.16666666666666666
504,transc,12,sentence-pre,,,5714.9149999968,1,,,1.0,0.0
505,transc,12,sentence-pre,,,4714.4399999998,0,,,1.0,0.0
506,transc,12,sentence-pre,,,5400.5700000016,1,,,1.0,0.0
507,transc,12,sentence-pre,,,5389.5649999977,1,,,1.0,0.0
508,transc,12,sentence-pre,,,,0,,,1.0,0.0
509,transc,12,recall-pre,1.0,5.0,21145.099999998,0,TFHNR,TFHN,0.8,0.2
510,transc,12,sentence-pre,,,6585.154999997,1,,,1.0,0.0
511,transc,12,sentence-pre,,,5334.0400000016,1,,,1.0,0.0
512,transc,12,sentence-pre,,,4403.295,0,,,1.0,0.0
513,transc,12,sentence-pre,,,6933.0349999982,0,,,1.0,0.0
514,transc,12,sentence-pre,,,6134.7400000014,1,,,1.0,0.0
515,transc,12,sentence-pre,,,2800.1650000006,1,,,1.0,0.0
516,transc,12,recall-pre,2.0,6.0,25138.580000003,0,QPNRSK,QNS,0.5,0.5
517,transc,12,sentence-pre,,,6661.4149999986,1,,,1.0,0.0
518,transc,12,sentence-pre,,,3999.6449999999,1,,,1.0,0.0
519,transc,12,sentence-pre,,,6164.2700000012,0,,,1.0,0.0
520,transc,12,sentence-pre,,,7183.2250000007,1,,,1.0,0.0
521,transc,12,sentence-pre,,,4813.9899999987,1,,,1.0,0.0
522,transc,12,recall-pre,3.0,5.0,5462.2000000017,0,NPJKT,NPKT,0.8,0.2
523,transc,12,sentence-pre,,,5622.6849999985,1,,,1.0,0.0
524,transc,12,sentence-pre,,,2768.079999998,1,,,1.0,0.0
525,transc,12,sentence-pre,,,4249.995000002,1,,,1.0,0.0
526,transc,12,sentence-pre,,,6120.9950000011,1,,,1.0,0.0
527,transc,12,recall-pre,4.0,4.0,6889.7800000013,1,RPSJ,RPSJ,1.0,0.0
528,transc,12,sentence-pre,,,3517.1699999991,1,,,1.0,0.0
529,transc,12,sentence-pre,,,,0,,,1.0,0.0
530,transc,12,sentence-pre,,,5284.4500000029,1,,,1.0,0.0
531,transc,12,sentence-pre,,,3662.9250000005,1,,,1.0,0.0
532,transc,12,recall-pre,5.0,4.0,5834.4550000001,0,QYNS,YNS,0.75,0.25
533,transc,12,sentence-pre,,,7634.8749999997,0,,,1.0,0.0
534,transc,12,sentence-pre,,,3858.3099999996,1,,,1.0,0.0
535,transc,12,sentence-pre,,,5050.9850000017,1,,,1.0,0.0
536,transc,12,sentence-pre,,,3601.5650000009,1,,,1.0,0.0
537,transc,12,sentence-pre,,,5402.2549999972,1,,,1.0,0.0
538,transc,12,sentence-pre,,,4381.5900000008,1,,,1.0,0.0
539,transc,12,recall-pre,6.0,6.0,7458.6450000023,0,PYRTJN,PYRTJ,0.8333333333333334,0.16666666666666666
540,transc,12,sentence-post,,,6836.4250000012,1,,,1.0,0.0
541,transc,12,sentence-post,,,3998.0099999993,1,,,1.0,0.0
542,transc,12,sentence-post,,,3190.2599999993,1,,,1.0,0.0
543,transc,12,sentence-post,,,3106.0550000002,1,,,1.0,0.0
544,transc,12,recall-post,1.0,4.0,4383.1500000013,1,KNPY,KNPY,1.0,0.0
545,transc,12,sentence-post,,,5500.2349999994,1,,,1.0,0.0
546,transc,12,sentence-post,,,3695.2449999992,1,,,1.0,0.0
547,transc,12,sentence-post,,,3832.6400000006,1,,,1.0,0.0
548,transc,12,sentence-post,,,6505.3450000011,0,,,1.0,0.0
549,transc,12,sentence-post,,,5966.6049999981,1,,,1.0,0.0
550,transc,12,recall-post,2.0,5.0,7207.1350000002,0,NTSJL,TNS,0.19999999999999996,0.8
551,transc,12,sentence-post,,,5071.0249999971,1,,,1.0,0.0
552,transc,12,sentence-post,,,4441.3299999977,1,,,1.0,0.0
553,transc,12,sentence-post,,,4822.5800000001,1,,,1.0,0.0
554,transc,12,sentence-post,,,6411.9849999989,1,,,1.0,0.0
555,transc,12,sentence-post,,,4989.1700000009,1,,,1.0,0.0
556,transc,12,sentence-post,,,4526.7800000003,1,,,1.0,0.0
557,transc,12,recall-post,3.0,6.0,14168.535000001,0,LHQPFR,NHQTS,0.33333333333333337,0.6666666666666666
558,transc,12,sentence-post,,,3091.375,1,,,1.0,0.0
559,transc,12,sentence-post,,,4321.0300000031,1,,,1.0,0.0
560,transc,12,sentence-post,,,4854.5800000029,1,,,1.0,0.0
561,transc,12,sentence-post,,,3959.6950000012,1,,,1.0,0.0
562,transc,12,sentence-post,,,5427.6800000006,1,,,1.0,0.0
563,transc,12,sentence-post,,,4999.1849999968,1,,,1.0,0.0
564,transc,12,recall-post,4.0,6.0,13268.039999999,0,QKYSPH,QKY,0.5,0.5
565,transc,12,sentence-post,,,4657.7650000001,1,,,1.0,0.0
566,transc,12,sentence-post,,,5471.5599999977,1,,,1.0,0.0
567,transc,12,sentence-post,,,4329.5250000008,1,,,1.0,0.0
568,transc,12,sentence-post,,,4672.260000003,1,,,1.0,0.0
569,transc,12,sentence-post,,,3512.0749999988,1,,,1.0,0.0
570,transc,12,recall-post,5.0,5.0,4816.8800000018,1,KYRFN,KYRFN,1.0,0.0
571,transc,12,sentence-post,,,4532.2249999992,1,,,1.0,0.0
572,transc,12,sentence-post,,,4715.3199999994,1,,,1.0,0.0
573,transc,12,sentence-post,,,2322.3749999995,1,,,1.0,0.0
574,transc,12,sentence-post,,,4027.689999999,1,,,1.0,0.0
575,transc,12,recall-post,6.0,4.0,7830.3249999993,0,FSRN,FTRS,0.5,0.5
576,transc,24,sentence-pre,,,4196.385,1,,,1.0,0.0
577,transc,24,sentence-pre,,,3744.4800000001,1,,,1.0,0.0
578,transc,24,sentence-pre,,,3346.365,1,,,1.0,0.0
579,transc,24,sentence-pre,,,3072.14,1,,,1.0,0.0
580,transc,24,sentence-pre,,,2882.955,1,,,1.0,0.0
581,transc,24,sentence-pre,,,4565.145,1,,,1.0,0.0
582,transc,24,recall-pre,1.0,6.0,16926.795,1,YFLSNH,YFLSNH,1.0,0.0
583,transc,24,sentence-pre,,,4365.27,1,,,1.0,0.0
584,transc,24,sentence-pre,,,4457.3,0,,,1.0,0.0
585,transc,24,sentence-pre,,,4782.72,1,,,1.0,0.0
586,transc,24,sentence-pre,,,3182.3099999999,1,,,1.0,0.0
587,transc,24,sentence-pre,,,4543.6100000001,1,,,1.0,0.0
588,transc,24,sentence-pre,,,3996.655,0,,,1.0,0.0
589,transc,24,recall-pre,2.0,6.0,11333.77,0,TQPNJY,TQPJY,0.8333333333333334,0.16666666666666666
590,transc,24,sentence-pre,,,4390.7,1,,,1.0,0.0
591,transc,24,sentence-pre,,,4497.4000000001,0,,,1.0,0.0
592,transc,24,sentence-pre,,,3529.99,1,,,1.0,0.0
593,transc,24,sentence-pre,,,3619.835,1,,,1.0,0.0
594,transc,24,sentence-pre,,,3268.085,1,,,1.0,0.0
595,transc,24,recall-pre,3.0,5.0,10436.685,1,QSLNH,QSLNH,1.0,0.0
596,transc,24,sentence-pre,,,3104.47,1,,,1.0,0.0
597,transc,24,sentence-pre,,,3385.7,1,,,1.0,0.0
598,transc,24,sentence-pre,,,3230.395,1,,,1.0,0.0
599,transc,24,sentence-pre,,,4094.7150000001,1,,,1.0,0.0
600,transc,24,recall-pre,4.0,4.0,9135.9749999999,1,NPJS,NPJS,1.0,0.0
601,transc,24,sentence-pre,,,3146.45,1,,,1.0,0.0
602,transc,24,sentence-pre,,,4013.3400000001,1,,,1.0,0.0
603,transc,24,sentence-pre,,,2436.45,1,,,1.0,0.0
604,transc,24,sentence-pre,,,3721.02,1,,,1.0,0.0
605,transc,24,recall-pre,5.0,4.0,8124.075,1,QPJN,QPJN,1.0,0.0
606,transc,24,sentence-pre,,,4717.035,1,,,1.0,0.0
607,transc,24,sentence-pre,,,3271.545,0,,,1.0,0.0
608,transc,24,sentence-pre,,,3097.5,1,,,1.0,0.0
609,transc,24,sentence-pre,,,3146.33,1,,,1.0,0.0
610,transc,24,sentence-pre,,,3013.55,1,,,1.0,0.0
611,transc,24,recall-pre,6.0,5.0,10485.975,0,PYHKF,PYKF,0.8,0.2
612,transc,24,sentence-post,,,4646.0850000004,1,,,1.0,0.0
613,transc,24,sentence-post,,,4297.5249999999,1,,,1.0,0.0
614,transc,24,sentence-post,,,3858.1349999998,0,,,1.0,0.0
615,transc,24,sentence-post,,,3803.4250000003,1,,,1.0,0.0
616,transc,24,recall-post,1.0,4.0,7890.2699999996,1,HPNY,HPNY,1.0,0.0
617,transc,24,sentence-post,,,4702.855,1,,,1.0,0.0
618,transc,24,sentence-post,,,3772.0799999996,1,,,1.0,0.0
619,transc,24,sentence-post,,,3986.7800000003,1,,,1.0,0.0
620,transc,24,sentence-post,,,4954.29,0,,,1.0,0.0
621,transc,24,recall-post,2.0,4.0,7811.415,0,HTNY,HQNY,0.75,0.25
622,transc,24,sentence-post,,,4878.5649999999,0,,,1.0,0.0
623,transc,24,sentence-post,,,4140.4199999999,1,,,1.0,0.0
624,transc,24,sentence-post,,,3477.9949999996,1,,,1.0,0.0
625,transc,24,sentence-post,,,3491.6299999999,1,,,1.0,0.0
626,transc,24,sentence-post,,,3963.4850000003,1,,,1.0,0.0
627,transc,24,sentence-post,,,4485.7649999997,1,,,1.0,0.0
628,transc,24,recall-post,3.0,6.0,14240.53,0,JSHRPQ,JHRPQ,0.8333333333333334,0.16666666666666666
629,transc,24,sentence-post,,,3919.7750000004,1,,,1.0,0.0
630,transc,24,sentence-post,,,2636.0549999997,1,,,1.0,0.0
631,transc,24,sentence-post,,,3582.0900000003,1,,,1.0,0.0
632,transc,24,sentence-post,,,3864.46,1,,,1.0,0.0
633,transc,24,sentence-post,,,3114.7999999998,1,,,1.0,0.0
634,transc,24,sentence-post,,,4029.3049999997,1,,,1.0,0.0
635,transc,24,recall-post,4.0,6.0,12431.2,1,PRHFKQ,PRHFKQ,1.0,0.0
636,transc,24,sentence-post,,,3884.1950000003,1,,,1.0,0.0
637,transc,24,sentence-post,,,3941.7200000002,1,,,1.0,0.0
638,transc,24,sentence-post,,,3856.6550000003,1,,,1.0,0.0
639,transc,24,sentence-post,,,3071.8050000002,1,,,1.0,0.0
640,transc,24,sentence-post,,,4499.8100000001,1,,,1.0,0.0
641,transc,24,recall-post,5.0,5.0,10275.095,0,QTJNK,QTLNK,0.8,0.2
642,transc,24,sentence-post,,,3757.3099999996,1,,,1.0,0.0
643,transc,24,sentence-post,,,2912.0800000001,1,,,1.0,0.0
644,transc,24,sentence-post,,,4277.7800000003,1,,,1.0,0.0
645,transc,24,sentence-post,,,3454.6750000003,1,,,1.0,0.0
646,transc,24,sentence-post,,,3252.0649999995,1,,,1.0,0.0
647,transc,24,recall-post,6.0,5.0,10227.015,0,RQFJK,RQFK,0.8,0.2
648,transc,28,sentence-pre,,,3306.0,1,,,1.0,0.0
649,transc,28,sentence-pre,,,3884.0,1,,,1.0,0.0
650,transc,28,sentence-pre,,,4508.0,1,,,1.0,0.0
651,transc,28,sentence-pre,,,5698.0,1,,,1.0,0.0
652,transc,28,sentence-pre,,,5643.0,1,,,1.0,0.0
653,transc,28,sentence-pre,,,6511.0,0,,,1.0,0.0
654,transc,28,recall-pre,1.0,6.0,14866.0,0,JFSHQP,JFSLH_,0.5,0.5
655,transc,28,sentence-pre,,,3714.0,1,,,1.0,0.0
656,transc,28,sentence-pre,,,3687.0,1,,,1.0,0.0
657,transc,28,sentence-pre,,,3906.0,0,,,1.0,0.0
658,transc,28,sentence-pre,,,7026.0,1,,,1.0,0.0
659,transc,28,sentence-pre,,,5731.0,1,,,1.0,0.0
660,transc,28,recall-pre,2.0,5.0,10419.0,1,SKYLJ,SKYLJ,1.0,0.0
661,transc,28,sentence-pre,,,6372.0,1,,,1.0,0.0
662,transc,28,sentence-pre,,,5149.0,1,,,1.0,0.0
663,transc,28,sentence-pre,,,4947.0,0,,,1.0,0.0
664,transc,28,sentence-pre,,,3265.0,1,,,1.0,0.0
665,transc,28,sentence-pre,,,4537.0,1,,,1.0,0.0
666,transc,28,sentence-pre,,,3728.0,1,,,1.0,0.0
667,transc,28,recall-pre,3.0,6.0,11044.0,0,KHPFSL,KHFPLS,0.5,0.5
668,transc,28,sentence-pre,,,2204.0,1,,,1.0,0.0
669,transc,28,sentence-pre,,,5174.0,1,,,1.0,0.0
670,transc,28,sentence-pre,,,5013.0,1,,,1.0,0.0
671,transc,28,sentence-pre,,,2613.0,1,,,1.0,0.0
672,transc,28,recall-pre,4.0,4.0,6627.0,0,RSLK,RLSK,0.5,0.5
673,transc,28,sentence-pre,,,3013.0,1,,,1.0,0.0
674,transc,28,sentence-pre,,,2750.0,1,,,1.0,0.0
675,transc,28,sentence-pre,,,4615.0,1,,,1.0,0.0
676,transc,28,sentence-pre,,,5960.0,1,,,1.0,0.0
677,transc,28,sentence-pre,,,4264.0,1,,,1.0,0.0
678,transc,28,recall-pre,5.0,5.0,17907.0,0,JNQSY,JL__Y,0.4,0.6
679,transc,28,sentence-pre,,,4956.0,1,,,1.0,0.0
680,transc,28,sentence-pre,,,4991.0,1,,,1.0,0.0
681,transc,28,sentence-pre,,,3272.0,1,,,1.0,0.0
682,transc,28,sentence-pre,,,3673.0,1,,,1.0,0.0
683,transc,28,recall-pre,6.0,4.0,5077.0,1,JYHS,JYHS,1.0,0.0
684,transc,28,sentence-post,,,3632.0,1,,,1.0,0.0
685,transc,28,sentence-post,,,3858.0,1,,,1.0,0.0
686,transc,28,sentence-post,,,3968.0,1,,,1.0,0.0
687,transc,28,sentence-post,,,3957.0,1,,,1.0,0.0
688,transc,28,sentence-post,,,4015.0,1,,,1.0,0.0
689,transc,28,sentence-post,,,4449.0,1,,,1.0,0.0
690,transc,28,recall-post,1.0,6.0,6149.0,1,PLHQFJ,PLHQFJ,1.0,0.0
691,transc,28,sentence-post,,,4749.0,1,,,1.0,0.0
692,transc,28,sentence-post,,,5709.0,0,,,1.0,0.0
693,transc,28,sentence-post,,,3417.0,0,,,1.0,0.0
694,transc,28,sentence-post,,,3846.0,1,,,1.0,0.0
695,transc,28,recall-post,2.0,4.0,4913.0,0,NTFL,FTFL,0.75,0.25
696,transc,28,sentence-post,,,3245.0,1,,,1.0,0.0
697,transc,28,sentence-post,,,4844.0,1,,,1.0,0.0
698,transc,28,sentence-post,,,4420.0,1,,,1.0,0.0
699,transc,28,sentence-post,,,3178.0,1,,,1.0,0.0
700,transc,28,sentence-post,,,3783.0,1,,,1.0,0.0
701,transc,28,sentence-post,,,2928.0,1,,,1.0,0.0
702,transc,28,recall-post,3.0,6.0,5708.0,0,NQPRYL,FQPRY,0.6666666666666667,0.3333333333333333
703,transc,28,sentence-post,,,2612.0,1,,,1.0,0.0
704,transc,28,sentence-post,,,4976.0,1,,,1.0,0.0
705,transc,28,sentence-post,,,4019.0,1,,,1.0,0.0
706,transc,28,sentence-post,,,3703.0,1,,,1.0,0.0
707,transc,28,sentence-post,,,6614.0,1,,,1.0,0.0
708,transc,28,recall-post,4.0,5.0,8530.0,0,QKNHL,QKL_H,0.4,0.6
709,transc,28,sentence-post,,,2933.0,1,,,1.0,0.0
710,transc,28,sentence-post,,,3217.0,1,,,1.0,0.0
711,transc,28,sentence-post,,,3819.0,1,,,1.0,0.0
712,transc,28,sentence-post,,,3013.0,1,,,1.0,0.0
713,transc,28,sentence-post,,,4676.0,1,,,1.0,0.0
714,transc,28,recall-post,5.0,5.0,22501.0,0,HJQFK,HJKQK,0.6,0.4
715,transc,28,sentence-post,,,4004.0,1,,,1.0,0.0
716,transc,28,sentence-post,,,4609.0,1,,,1.0,0.0
717,transc,28,sentence-post,,,2521.0,1,,,1.0,0.0
718,transc,28,sentence-post,,,3174.0,1,,,1.0,0.0
719,transc,28,recall-post,6.0,4.0,5602.0,1,TRYS,TRYS,1.0,0.0
720,transc,22,sentence-pre,,,,0,,,1.0,0.0
721,transc,22,sentence-pre,,,,0,,,1.0,0.0
722,transc,22,sentence-pre,,,5671.4050000301,1,,,1.0,0.0
723,transc,22,sentence-pre,,,7089.0500000096,1,,,1.0,0.0
724,transc,22,recall-pre,1.0,4.0,7334.4350000261,0,STJL,LTJT,0.5,0.5
725,transc,22,sentence-pre,,,4877.9250000371,1,,,1.0,0.0
726,transc,22,sentence-pre,,,7631.7449999624,1,,,1.0,0.0
727,transc,22,sentence-pre,,,5360.2299999911,1,,,1.0,0.0
728,transc,22,sentence-pre,,,5904.9450000166,1,,,1.0,0.0
729,transc,22,sentence-pre,,,5609.9899999681,0,,,1.0,0.0
730,transc,22,sentence-pre,,,6412.87499998,1,,,1.0,0.0
731,transc,22,recall-pre,2.0,6.0,16083.880000049,0,NHLTPJ,____J,0.16666666666666663,0.8333333333333334
732,transc,22,sentence-pre,,,3524.2849999922,1,,,1.0,0.0
733,transc,22,sentence-pre,,,4572.7699999698,1,,,1.0,0.0
734,transc,22,sentence-pre,,,5428.0649999855,1,,,1.0,0.0
735,transc,22,sentence-pre,,,5021.5600000229,0,,,1.0,0.0
736,transc,22,sentence-pre,,,5580.4549999884,1,,,1.0,0.0
737,transc,22,recall-pre,3.0,5.0,8220.0650000013,1,JRLYH,JRLYH,1.0,0.0
738,transc,22,sentence-pre,,,4539.0500000212,1,,,1.0,0.0
739,transc,22,sentence-pre,,,3743.9149999991,1,,,1.0,0.0
740,transc,22,sentence-pre,,,2990.4700000188,1,,,1.0,0.0
741,transc,22,sentence-pre,,,5471.2700000382,1,,,1.0,0.0
742,transc,22,sentence-pre,,,3701.5949999914,1,,,1.0,0.0
743,transc,22,sentence-pre,,,7814.795000013,1,,,1.0,0.0
744,transc,22,recall-pre,4.0,6.0,17301.890000002,1,LHYRJT,LHYRJT,1.0,0.0
745,transc,22,sentence-pre,,,5797.5650000153,1,,,1.0,0.0
746,transc,22,sentence-pre,,,5922.2300000256,1,,,1.0,0.0
747,transc,22,sentence-pre,,,5280.4950000136,1,,,1.0,0.0
