subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled
34,sentence-post,,,7843.7400000039,0,,
34,sentence-post,,,7890.7550000004,1,,
34,recall-post,2,5,13133.925000002,0,TQFRH,TQFR
34,sentence-post,,,6973.5099999965,1,,
34,sentence-post,,,15172.254999998,1,,
34,sentence-post,,,10204.299999998,1,,
34,sentence-post,,,8110.655000004,1,,
34,sentence-post,,,5414.1650000019,1,,
34,sentence-post,,,6663.3149999981,1,,
34,recall-post,3,6,15678.354999997,0,QTPNRF,NQKLP
34,sentence-post,,,8541.0950000007,1,,
34,sentence-post,,,8460.7299999991,1,,
34,sentence-post,,,10727.959999996,1,,
34,sentence-post,,,12511.145000004,1,,
34,recall-post,4,4,21310.680000002,0,HRFS,QLNS
34,sentence-post,,,7372.9450000026,1,,
34,sentence-post,,,7069.5050000069,1,,
34,sentence-post,,,6415.7100000009,1,,
34,sentence-post,,,8968.4649999985,1,,
34,sentence-post,,,7244.7850000029,1,,
34,sentence-post,,,4082.1849999996,1,,
34,recall-post,5,6,25642.095000003,0,HYKTRJ,HNFYLJ
34,sentence-post,,,7410.2850000053,1,,
34,sentence-post,,,9251.2799999965,0,,
34,sentence-post,,,11316.67,1,,
34,sentence-post,,,10797.350000001,1,,
34,recall-post,6,4,10573.539999998,0,LJTN,LPN
36,sentence-pre,,,2697.3150000013,1,,
36,sentence-pre,,,2740.8599999981,1,,
36,sentence-pre,,,3533.4699999985,1,,
36,sentence-pre,,,5105.1899999984,1,,
36,sentence-pre,,,4101.6100000015,1,,
36,recall-pre,1,5,5637.3450000028,1,RYSNQ,RYSNQ
36,sentence-pre,,,,0,,
36,sentence-pre,,,3894.3099999997,1,,
36,sentence-pre,,,3522.2049999975,1,,
36,sentence-pre,,,2250.0049999981,1,,
36,recall-pre,2,4,3601.534999998,1,FLYJ,FLYJ
36,sentence-pre,,,3027.7650000025,1,,
36,sentence-pre,,,2667.05,1,,
36,sentence-pre,,,3287.5299999978,1,,
36,sentence-pre,,,2603.5150000025,1,,
36,sentence-pre,,,5254.3799999985,1,,
36,recall-pre,3,5,5485.9800000013,1,KHPFQ,KHPFQ
36,sentence-pre,,,3170.5300000031,1,,
36,sentence-pre,,,3416.1700000004,1,,
36,sentence-pre,,,2046.9200000007,1,,
36,sentence-pre,,,2647.1700000002,1,,
36,sentence-pre,,,4485.3599999987,1,,
36,sentence-pre,,,3253.0699999988,1,,
36,recall-pre,4,6,10524.624999998,1,KRSFHL,KRSFHL
36,sentence-pre,,,4134.5299999993,1,,
36,sentence-pre,,,4901.034999999,1,,
36,sentence-pre,,,4676.2149999995,1,,
36,sentence-pre,,,7010.0249999996,1,,
36,sentence-pre,,,3345.4450000026,1,,
36,sentence-pre,,,5227.8749999969,1,,
36,recall-pre,5,6,11083.759999998,0,YSFTKR,FSFKTR
36,sentence-pre,,,6547.6300000009,1,,
36,sentence-pre,,,4066.5200000003,1,,
36,sentence-pre,,,2279.3999999994,1,,
36,sentence-pre,,,1702.7450000023,1,,
36,recall-pre,6,4,5903.795000002,1,JNQT,JNQT
36,sentence-post,,,4686.4249999998,1,,
36,sentence-post,,,3976.2850000006,1,,
36,sentence-post,,,3235.9099999995,1,,
36,sentence-post,,,2441.429999999,1,,
36,sentence-post,,,5212.1150000021,1,,
36,recall-post,1,5,4295.1700000013,1,QLYNP,QLYNP
36,sentence-post,,,3761.5550000011,1,,
36,sentence-post,,,4685.4399999974,1,,
36,sentence-post,,,,0,,
36,sentence-post,,,6135.2249999982,1,,
36,recall-post,2,4,5073.8600000003,1,LQYH,LQYH
36,sentence-post,,,4173.2649999976,1,,
36,sentence-post,,,2882.0799999996,1,,
36,sentence-post,,,2635.1199999989,1,,
36,sentence-post,,,2563.0700000003,1,,
36,sentence-post,,,4125.355,1,,
36,sentence-post,,,4797.784999999,1,,
36,recall-post,3,6,6147.3699999987,0,JSHPFR,JHSPFR
36,sentence-post,,,2599.7349999999,1,,
36,sentence-post,,,3368.8800000018,1,,
36,sentence-post,,,4132.7050000001,1,,
36,sentence-post,,,2767.1499999997,1,,
36,sentence-post,,,2779.1100000031,1,,
36,sentence-post,,,5616.7700000005,1,,
36,recall-post,4,6,5763.4099999995,0,QPJRNF,QPJRFF
36,sentence-post,,,4998.2799999998,1,,
36,sentence-post,,,4526.6249999986,1,,
36,sentence-post,,,1924.2950000006,1,,
36,sentence-post,,,5002.9399999985,1,,
36,recall-post,5,4,3481.5850000014,1,YTQP,YTQP
36,sentence-post,,,3971.3650000012,1,,
36,sentence-post,,,1944.7599999984,1,,
36,sentence-post,,,3670.8150000013,1,,
36,sentence-post,,,1454.1800000006,1,,
36,sentence-post,,,3199.0000000005,1,,
36,recall-post,6,5,7425.0749999993,1,FQJNH,FQJNH
38,sentence-pre,,,2766.1250000001,1,,
38,sentence-pre,,,1946.5249999994,1,,
38,sentence-pre,,,2396.7599999996,1,,
38,sentence-pre,,,1513.2600000006,1,,
38,sentence-pre,,,2076.6000000003,1,,
38,recall-pre,1,5,6090.0249999995,1,PHKLN,PHKLN
38,sentence-pre,,,2606.7899999998,1,,
38,sentence-pre,,,1329.5500000004,1,,
38,sentence-pre,,,2087.7449999998,1,,
38,sentence-pre,,,1162.4099999999,1,,
38,sentence-pre,,,1502.0900000009,1,,
38,sentence-pre,,,2937.4049999997,1,,
38,recall-pre,2,6,5972.9299999999,1,LSYQRT,LSYQRT
38,sentence-pre,,,1866.1200000006,1,,
38,sentence-pre,,,2202.73,1,,
38,sentence-pre,,,1822.4449999998,1,,
38,sentence-pre,,,1632.7849999998,1,,
38,recall-pre,3,4,4470.6849999993,1,NHSJ,NHSJ
38,sentence-pre,,,1704.4450000003,1,,
38,sentence-pre,,,1438.8650000001,1,,
38,sentence-pre,,,1496.9700000001,1,,
38,sentence-pre,,,3243.8750000001,1,,
38,sentence-pre,,,1590.94,1,,
38,recall-pre,4,5,3813.0899999996,1,SJLYP,SJLYP
38,sentence-pre,,,2926.7299999992,1,,
38,sentence-pre,,,1104.4500000007,1,,
38,sentence-pre,,,1447.9999999994,1,,
38,sentence-pre,,,1326.8250000001,1,,
38,sentence-pre,,,1758.2250000005,1,,
38,sentence-pre,,,1944.5649999998,1,,
38,recall-pre,5,6,8681.6800000006,0,HSJKPY,SHJKPY
38,sentence-pre,,,1835.0650000002,1,,
38,sentence-pre,,,2711.4649999994,1,,
38,sentence-pre,,,1955.8700000007,1,,
38,sentence-pre,,,1735.4650000006,1,,
38,recall-pre,6,4,4833.67,1,STJH,STJH
38,sentence-post,,,2838.8400000003,1,,
38,sentence-post,,,3752.9699999995,1,,
38,sentence-post,,,2065.8900000008,1,,
38,sentence-post,,,2646.9650000001,1,,
38,sentence-post,,,2820.7299999995,1,,
38,recall-post,1,5,5495.5499999996,1,YHPTQ,YHPTQ
38,sentence-post,,,5557.1100000006,0,,
38,sentence-post,,,2862.2949999999,1,,
38,sentence-post,,,3084.28,1,,
38,sentence-post,,,3837.1900000002,1,,
38,recall-post,2,4,5175.7850000004,1,NPYT,NPYT
38,sentence-post,,,3585.8349999997,1,,
38,sentence-post,,,2677.3249999997,1,,
38,sentence-post,,,3305.9649999996,1,,
38,sentence-post,,,2477.1000000001,1,,
38,sentence-post,,,2574.1449999996,1,,
38,recall-post,3,5,5037.0199999998,1,FHPTQ,FHPTQ
38,sentence-post,,,2542.7199999995,1,,
38,sentence-post,,,2042.8599999996,1,,
38,sentence-post,,,2565.8650000005,1,,
38,sentence-post,,,3489.2550000004,1,,
38,sentence-post,,,2192.4049999998,1,,
38,sentence-post,,,3422.7749999999,1,,
38,recall-post,4,6,5120.9150000005,1,JPTFRQ,JPTFRQ
38,sentence-post,,,3176.7950000004,1,,
38,sentence-post,,,3178.7899999998,1,,
38,sentence-post,,,2589.0500000005,1,,
38,sentence-post,,,2542.3099999998,1,,
38,sentence-post,,,3526.3000000005,1,,
38,sentence-post,,,2208.0699999996,1,,
38,recall-post,5,6,7117.7200000002,1,JPLHFS,JPLHFS
38,sentence-post,,,2540.5899999996,1,,
38,sentence-post,,,3579.635,1,,
38,sentence-post,,,2554.1600000006,1,,
38,sentence-post,,,2840.0049999999,1,,
38,recall-post,6,4,4172.2549999997,1,NTQH,NTQH
40,sentence-pre,,,4647.0349999727,0,,
40,sentence-pre,,,5208.8399999775,0,,
40,sentence-pre,,,5598.0050000362,1,,
