groupe,subject_id,part,id_2_back,trial_id,False-alarm,Mismatch,No-input,Non-target,Target,Score,rt
control,31,2_back_post,4,27,0,0,0,1,0,1,584
control,31,2_back_post,4,28,0,0,0,1,0,1,529
control,31,2_back_post,4,29,0,0,0,1,0,1,628
control,31,2_back_post,4,30,0,0,0,1,0,1,768
control,31,2_back_post,4,31,0,0,0,0,1,1,652
control,31,2_back_post,4,32,0,0,0,1,0,1,673
control,31,2_back_post,4,33,0,0,0,1,0,1,537
control,31,2_back_post,4,34,0,0,0,1,0,1,524
control,31,2_back_post,4,35,0,0,0,1,0,1,650
control,31,2_back_post,4,36,0,0,0,1,0,1,590
control,31,2_back_post,4,37,0,0,0,0,1,1,706
control,31,2_back_post,4,38,0,0,0,1,0,1,509
control,31,2_back_post,4,39,0,0,0,1,0,1,602
control,31,2_back_post,4,40,0,0,0,0,1,1,782
control,31,2_back_post,4,41,0,0,0,1,0,1,828
control,35,2_back_pre,1,0,0,0,1,0,0,-1,
control,35,2_back_pre,1,1,0,0,1,0,0,-1,
control,35,2_back_pre,1,2,0,0,0,1,0,1,740
control,35,2_back_pre,1,3,0,0,0,1,0,1,1166
control,35,2_back_pre,1,4,0,1,0,0,0,-1,916
control,35,2_back_pre,1,5,0,0,0,1,0,1,1466
control,35,2_back_pre,1,6,0,0,0,1,0,1,1265
control,35,2_back_pre,1,7,0,0,0,0,1,1,795
control,35,2_back_pre,1,8,0,0,0,0,1,1,925
control,35,2_back_pre,1,9,0,0,0,1,0,1,1118
control,35,2_back_pre,1,10,0,0,0,1,0,1,980
control,35,2_back_pre,1,11,0,0,0,1,0,1,752
control,35,2_back_pre,1,12,1,0,0,0,0,-1,1168
control,35,2_back_pre,1,13,0,0,0,1,0,1,1852
control,35,2_back_pre,1,14,0,0,0,1,0,1,1528
control,35,2_back_pre,1,15,0,0,0,0,1,1,1381
control,35,2_back_pre,1,16,0,1,0,0,0,-1,1176
control,35,2_back_pre,1,17,0,0,0,1,0,1,703
control,35,2_back_pre,1,18,0,0,0,1,0,1,973
control,35,2_back_pre,1,19,0,0,0,1,0,1,1748
control,35,2_back_pre,1,20,0,0,0,1,0,1,1053
control,35,2_back_pre,1,21,0,0,0,0,1,1,782
control,35,2_back_pre,1,22,0,0,0,1,0,1,841
control,35,2_back_pre,1,23,1,0,0,0,0,-1,1053
control,35,2_back_pre,1,24,0,0,0,0,1,1,1253
control,35,2_back_pre,1,25,0,0,0,1,0,1,872
control,35,2_back_pre,1,26,0,0,0,1,0,1,776
control,35,2_back_pre,1,27,0,0,0,1,0,1,895
control,35,2_back_pre,1,28,1,0,0,0,0,-1,382
control,35,2_back_pre,1,29,0,0,0,1,0,1,744
control,35,2_back_pre,1,30,0,0,0,1,0,1,656
control,35,2_back_pre,1,31,0,0,0,0,1,1,617
control,35,2_back_pre,1,32,0,0,0,1,0,1,743
control,35,2_back_pre,1,33,0,0,0,1,0,1,602
control,35,2_back_pre,1,34,0,0,0,0,1,1,761
control,35,2_back_pre,1,35,0,0,0,1,0,1,549
control,35,2_back_pre,1,36,1,0,0,0,0,-1,996
control,35,2_back_pre,1,37,0,0,0,1,0,1,1201
control,35,2_back_pre,1,38,0,0,0,1,0,1,774
control,35,2_back_pre,1,39,0,1,0,0,0,-1,880
control,35,2_back_pre,1,40,0,0,0,1,0,1,1247
control,35,2_back_pre,1,41,1,0,0,0,0,-1,1514
control,35,2_back_pre,2,0,0,0,0,1,0,1,
control,35,2_back_pre,2,1,0,0,0,1,0,1,759
control,35,2_back_pre,2,2,0,0,0,1,0,1,980
control,35,2_back_pre,2,3,0,0,0,1,0,1,644
control,35,2_back_pre,2,4,0,0,0,0,1,1,790
control,35,2_back_pre,2,5,0,0,0,1,0,1,623
control,35,2_back_pre,2,6,0,0,0,1,0,1,898
control,35,2_back_pre,2,7,0,0,0,1,0,1,1016
control,35,2_back_pre,2,8,0,0,0,1,0,1,652
control,35,2_back_pre,2,9,0,0,0,0,1,1,673
control,35,2_back_pre,2,10,0,0,0,1,0,1,771
control,35,2_back_pre,2,11,0,0,0,1,0,1,789
control,35,2_back_pre,2,12,0,0,0,0,1,1,416
control,35,2_back_pre,2,13,0,0,0,1,0,1,840
control,35,2_back_pre,2,14,0,0,0,1,0,1,739
control,35,2_back_pre,2,15,0,0,0,1,0,1,679
control,35,2_back_pre,2,16,0,0,0,1,0,1,797
control,35,2_back_pre,2,17,0,0,0,1,0,1,1136
control,35,2_back_pre,2,18,0,0,0,1,0,1,1403
control,35,2_back_pre,2,19,0,0,0,0,1,1,781
control,35,2_back_pre,2,20,0,0,0,1,0,1,857
control,35,2_back_pre,2,21,0,0,0,1,0,1,871
control,35,2_back_pre,2,22,0,0,0,0,1,1,598
control,35,2_back_pre,2,23,0,0,0,1,0,1,835
control,35,2_back_pre,2,24,0,0,0,1,0,1,899
control,35,2_back_pre,2,25,0,0,0,1,0,1,899
control,35,2_back_pre,2,26,0,0,0,1,0,1,924
control,35,2_back_pre,2,27,0,0,0,0,1,1,380
control,35,2_back_pre,2,28,0,0,0,1,0,1,737
control,35,2_back_pre,2,29,0,0,0,1,0,1,782
control,35,2_back_pre,2,30,0,1,0,0,0,-1,1260
control,35,2_back_pre,2,31,0,0,0,1,0,1,573
control,35,2_back_pre,2,32,1,0,0,0,0,-1,977
control,35,2_back_pre,2,33,0,0,0,0,1,1,1149
control,35,2_back_pre,2,34,0,0,0,1,0,1,820
control,35,2_back_pre,2,35,0,0,0,1,0,1,712
control,35,2_back_pre,2,36,0,0,0,0,1,1,722
control,35,2_back_pre,2,37,0,1,0,0,0,-1,1205
control,35,2_back_pre,2,38,0,0,0,1,0,1,862
control,35,2_back_pre,2,39,0,0,0,1,0,1,1048
control,35,2_back_pre,2,40,1,0,0,0,0,-1,806
control,35,2_back_pre,2,41,0,0,0,1,0,1,658
control,35,2_back_post,3,0,0,0,0,1,0,1,
control,35,2_back_post,3,1,0,0,0,1,0,1,
control,35,2_back_post,3,2,0,0,0,1,0,1,
control,35,2_back_post,3,3,0,0,0,0,1,1,
control,35,2_back_post,3,4,0,0,0,1,0,1,1757
control,35,2_back_post,3,5,0,0,0,1,0,1,1142
control,35,2_back_post,3,6,0,0,0,1,0,1,489
control,35,2_back_post,3,7,0,0,0,1,0,1,591
control,35,2_back_post,3,8,0,0,0,1,0,1,725
control,35,2_back_post,3,9,0,0,0,1,0,1,995
control,35,2_back_post,3,10,0,0,0,0,1,1,783
control,35,2_back_post,3,11,0,0,0,1,0,1,940
control,35,2_back_post,3,12,0,0,0,1,0,1,830
control,35,2_back_post,3,13,0,1,0,0,0,-1,723
control,35,2_back_post,3,14,0,0,0,1,0,1,1488
control,35,2_back_post,3,15,0,0,0,1,0,1,676
control,35,2_back_post,3,16,0,1,0,0,0,-1,417
control,35,2_back_post,3,17,0,0,0,1,0,1,938
control,35,2_back_post,3,18,0,0,0,1,0,1,918
control,35,2_back_post,3,19,0,0,0,1,0,1,820
control,35,2_back_post,3,20,0,0,0,1,0,1,718
control,35,2_back_post,3,21,0,0,0,0,1,1,398
control,35,2_back_post,3,22,0,0,0,1,0,1,673
control,35,2_back_post,3,23,0,0,0,1,0,1,787
control,35,2_back_post,3,24,0,0,0,1,0,1,561
control,35,2_back_post,3,25,0,0,0,0,1,1,415
control,35,2_back_post,3,26,0,0,0,1,0,1,432
control,35,2_back_post,3,27,1,0,0,0,0,-1,989
control,35,2_back_post,3,28,0,0,0,1,0,1,861
control,35,2_back_post,3,29,0,0,0,1,0,1,630
control,35,2_back_post,3,30,0,1,0,0,0,-1,626
control,35,2_back_post,3,31,0,0,0,1,0,1,520
control,35,2_back_post,3,32,1,0,0,0,0,-1,840
control,35,2_back_post,3,33,0,1,0,0,0,-1,1749
control,35,2_back_post,3,34,0,0,0,1,0,1,789
control,35,2_back_post,3,35,0,0,0,1,0,1,610
control,35,2_back_post,3,36,0,0,0,0,1,1,716
control,35,2_back_post,3,37,0,0,0,0,1,1,1366
control,35,2_back_post,3,38,0,0,0,1,0,1,839
control,35,2_back_post,3,39,0,0,0,1,0,1,722
control,35,2_back_post,3,40,0,0,0,1,0,1,496
control,35,2_back_post,3,41,0,0,0,1,0,1,677
control,35,2_back_post,4,0,0,0,0,1,0,1,
control,35,2_back_post,4,1,0,0,0,1,0,1,544
control,35,2_back_post,4,2,0,0,0,1,0,1,788
control,35,2_back_post,4,3,0,0,0,0,1,1,769
control,35,2_back_post,4,4,0,0,0,1,0,1,931
control,35,2_back_post,4,5,0,0,0,1,0,1,1086
control,35,2_back_post,4,6,0,0,0,1,0,1,811
control,35,2_back_post,4,7,0,0,0,1,0,1,640
control,35,2_back_post,4,8,0,0,0,0,1,1,460
control,35,2_back_post,4,9,0,0,0,1,0,1,803
control,35,2_back_post,4,10,0,0,0,1,0,1,1266
control,35,2_back_post,4,11,0,0,0,0,1,1,747
control,35,2_back_post,4,12,0,0,0,1,0,1,1270
control,35,2_back_post,4,13,0,0,0,1,0,1,631
control,35,2_back_post,4,14,0,0,0,0,1,1,432
control,35,2_back_post,4,15,0,0,0,1,0,1,1099
control,35,2_back_post,4,16,0,0,0,1,0,1,1076
control,35,2_back_post,4,17,0,0,0,1,0,1,633
control,35,2_back_post,4,18,0,0,0,0,1,1,661
control,35,2_back_post,4,19,0,1,0,0,0,-1,969
control,35,2_back_post,4,20,0,0,0,1,0,1,869
control,35,2_back_post,4,21,0,0,0,1,0,1,1159
control,35,2_back_post,4,22,0,0,0,1,0,1,950
control,35,2_back_post,4,23,0,0,0,1,0,1,752
control,35,2_back_post,4,24,0,0,0,0,1,1,978
control,35,2_back_post,4,25,0,0,0,1,0,1,954
control,35,2_back_post,4,26,0,0,0,1,0,1,899
control,35,2_back_post,4,27,0,0,0,1,0,1,846
control,35,2_back_post,4,28,0,0,0,1,0,1,659
control,35,2_back_post,4,29,0,0,0,1,0,1,514
control,35,2_back_post,4,30,0,0,0,1,0,1,795
control,35,2_back_post,4,31,0,1,0,0,0,-1,673
control,35,2_back_post,4,32,0,0,0,1,0,1,758
control,35,2_back_post,4,33,0,0,0,1,0,1,1002
control,35,2_back_post,4,34,0,0,0,1,0,1,1028
control,35,2_back_post,4,35,0,0,0,1,0,1,946
control,35,2_back_post,4,36,0,0,0,1,0,1,655
control,35,2_back_post,4,37,0,0,0,0,1,1,384
control,35,2_back_post,4,38,0,0,0,1,0,1,718
control,35,2_back_post,4,39,0,0,0,1,0,1,860
control,35,2_back_post,4,40,0,0,0,0,1,1,472
control,35,2_back_post,4,41,0,0,0,1,0,1,795
control,37,2_back_pre,1,0,0,0,1,0,0,-1,497
control,37,2_back_pre,1,1,0,0,1,0,0,-1,412
control,37,2_back_pre,1,2,0,0,0,1,0,1,628
control,37,2_back_pre,1,3,0,0,0,1,0,1,528
control,37,2_back_pre,1,4,0,0,0,0,1,1,494
control,37,2_back_pre,1,5,0,0,0,1,0,1,551
control,37,2_back_pre,1,6,0,0,0,1,0,1,609
control,37,2_back_pre,1,7,0,0,0,0,1,1,688
control,37,2_back_pre,1,8,0,0,0,0,1,1,540
control,37,2_back_pre,1,9,0,0,0,1,0,1,433
control,37,2_back_pre,1,10,0,0,0,1,0,1,571
control,37,2_back_pre,1,11,0,0,0,1,0,1,545
control,37,2_back_pre,1,12,1,0,0,0,0,-1,766
control,37,2_back_pre,1,13,0,0,0,1,0,1,749
control,37,2_back_pre,1,14,1,0,0,0,0,-1,747
control,37,2_back_pre,1,15,0,0,0,0,1,1,516
control,37,2_back_pre,1,16,0,0,0,0,1,1,614
control,37,2_back_pre,1,17,0,0,0,1,0,1,386
control,37,2_back_pre,1,18,0,0,0,1,0,1,601
control,37,2_back_pre,1,19,0,0,0,1,0,1,594
control,37,2_back_pre,1,20,0,0,0,1,0,1,629
control,37,2_back_pre,1,21,0,0,0,0,1,1,404
control,37,2_back_pre,1,22,0,0,0,1,0,1,468
control,37,2_back_pre,1,23,0,0,0,1,0,1,583
control,37,2_back_pre,1,24,0,0,0,0,1,1,470
control,37,2_back_pre,1,25,0,0,0,1,0,1,435
control,37,2_back_pre,1,26,0,0,0,1,0,1,447
control,37,2_back_pre,1,27,0,0,0,1,0,1,601
control,37,2_back_pre,1,28,1,0,0,0,0,-1,531
control,37,2_back_pre,1,29,0,0,0,1,0,1,522
control,37,2_back_pre,1,30,0,0,0,1,0,1,549
control,37,2_back_pre,1,31,0,0,0,0,1,1,380
control,37,2_back_pre,1,32,0,0,0,1,0,1,473
control,37,2_back_pre,1,33,0,0,0,1,0,1,594
control,37,2_back_pre,1,34,0,0,0,0,1,1,459
control,37,2_back_pre,1,35,0,0,0,1,0,1,571
control,37,2_back_pre,1,36,0,0,0,1,0,1,638
control,37,2_back_pre,1,37,0,0,0,1,0,1,464
control,37,2_back_pre,1,38,0,0,0,1,0,1,609
control,37,2_back_pre,1,39,0,0,0,0,1,1,544
control,37,2_back_pre,1,40,0,0,0,1,0,1,749
control,37,2_back_pre,1,41,0,0,0,1,0,1,387
control,37,2_back_pre,2,0,0,0,1,0,0,-1,354
control,37,2_back_pre,2,1,0,0,0,1,0,1,384
control,37,2_back_pre,2,2,0,0,0,1,0,1,517
control,37,2_back_pre,2,3,0,0,0,1,0,1,559
control,37,2_back_pre,2,4,0,0,0,0,1,1,527
control,37,2_back_pre,2,5,0,0,0,1,0,1,590
control,37,2_back_pre,2,6,0,0,0,1,0,1,692
control,37,2_back_pre,2,7,0,0,0,1,0,1,798
control,37,2_back_pre,2,8,0,0,0,1,0,1,516
control,37,2_back_pre,2,9,0,0,0,0,1,1,393
control,37,2_back_pre,2,10,0,0,0,1,0,1,475
control,37,2_back_pre,2,11,0,0,0,1,0,1,557
control,37,2_back_pre,2,12,0,0,0,0,1,1,424
control,37,2_back_pre,2,13,0,0,0,1,0,1,517
control,37,2_back_pre,2,14,0,0,0,1,0,1,564
control,37,2_back_pre,2,15,0,0,0,1,0,1,569
control,37,2_back_pre,2,16,0,0,0,1,0,1,993
control,37,2_back_pre,2,17,0,0,0,1,0,1,605
control,37,2_back_pre,2,18,0,0,0,1,0,1,582
control,37,2_back_pre,2,19,0,0,0,0,1,1,415
control,37,2_back_pre,2,20,0,0,0,1,0,1,496
control,37,2_back_pre,2,21,0,0,0,1,0,1,605
control,37,2_back_pre,2,22,0,0,0,0,1,1,579
control,37,2_back_pre,2,23,0,0,0,1,0,1,538
control,37,2_back_pre,2,24,0,0,0,1,0,1,742
control,37,2_back_pre,2,25,0,0,0,1,0,1,397
control,37,2_back_pre,2,26,0,0,0,1,0,1,521
control,37,2_back_pre,2,27,0,0,0,0,1,1,629
control,37,2_back_pre,2,28,0,0,0,1,0,1,424
control,37,2_back_pre,2,29,0,0,0,1,0,1,511
control,37,2_back_pre,2,30,0,0,0,0,1,1,389
control,37,2_back_pre,2,31,0,0,0,1,0,1,517
control,37,2_back_pre,2,32,0,0,0,1,0,1,556
control,37,2_back_pre,2,33,0,0,0,0,1,1,567
control,37,2_back_pre,2,34,0,0,0,1,0,1,560
control,37,2_back_pre,2,35,0,0,0,1,0,1,350
control,37,2_back_pre,2,36,0,0,0,0,1,1,372
control,37,2_back_pre,2,37,0,0,0,0,1,1,449
control,37,2_back_pre,2,38,0,0,0,1,0,1,473
control,37,2_back_pre,2,39,0,0,0,1,0,1,352
control,37,2_back_pre,2,40,1,0,0,0,0,-1,599
control,37,2_back_pre,2,41,0,0,0,1,0,1,556
control,37,2_back_post,3,0,0,0,1,0,0,-1,679
control,37,2_back_post,3,1,0,0,1,0,0,-1,455
control,37,2_back_post,3,2,0,0,1,0,0,-1,556
control,37,2_back_post,3,3,0,0,1,0,0,-1,640
control,37,2_back_post,3,4,0,0,0,1,0,1,622
control,37,2_back_post,3,5,0,0,0,1,0,1,635
control,37,2_back_post,3,6,0,0,0,1,0,1,621
control,37,2_back_post,3,7,0,0,0,1,0,1,1034
control,37,2_back_post,3,8,1,0,0,0,0,-1,727
control,37,2_back_post,3,9,0,0,0,1,0,1,539
control,37,2_back_post,3,10,0,0,0,0,1,1,481
control,37,2_back_post,3,11,0,0,0,1,0,1,507
control,37,2_back_post,3,12,0,0,0,1,0,1,777
control,37,2_back_post,3,13,0,0,0,0,1,1,844
control,37,2_back_post,3,14,0,0,0,1,0,1,611
control,37,2_back_post,3,15,0,0,0,1,0,1,798
control,37,2_back_post,3,16,0,0,0,0,1,1,465
control,37,2_back_post,3,17,0,0,0,1,0,1,515
control,37,2_back_post,3,18,0,0,0,1,0,1,846
control,37,2_back_post,3,19,0,0,0,1,0,1,529
control,37,2_back_post,3,20,0,0,0,1,0,1,551
control,37,2_back_post,3,21,0,0,0,0,1,1,605
control,37,2_back_post,3,22,0,0,0,1,0,1,527
control,37,2_back_post,3,23,0,0,0,1,0,1,1135
control,37,2_back_post,3,24,0,0,0,1,0,1,576
control,37,2_back_post,3,25,0,0,0,0,1,1,567
control,37,2_back_post,3,26,0,0,0,1,0,1,491
control,37,2_back_post,3,27,0,0,0,1,0,1,774
control,37,2_back_post,3,28,0,0,0,1,0,1,798
control,37,2_back_post,3,29,0,0,0,1,0,1,631
control,37,2_back_post,3,30,0,0,0,0,1,1,432
control,37,2_back_post,3,31,0,0,0,1,0,1,621
control,37,2_back_post,3,32,1,0,0,0,0,-1,657
control,37,2_back_post,3,33,0,0,0,0,1,1,517
control,37,2_back_post,3,34,0,0,0,1,0,1,573
control,37,2_back_post,3,35,0,0,0,1,0,1,445
control,37,2_back_post,3,36,0,0,0,0,1,1,441
control,37,2_back_post,3,37,0,1,0,0,0,-1,540
control,37,2_back_post,3,38,0,0,0,1,0,1,466
control,37,2_back_post,3,39,0,0,0,1,0,1,471
control,37,2_back_post,3,40,0,0,0,1,0,1,465
control,37,2_back_post,3,41,0,0,0,1,0,1,599
control,37,2_back_post,4,0,0,0,1,0,0,-1,421
control,37,2_back_post,4,1,0,0,0,1,0,1,379
control,37,2_back_post,4,2,0,0,0,1,0,1,511
control,37,2_back_post,4,3,0,0,0,0,1,1,442
control,37,2_back_post,4,4,0,0,0,1,0,1,502
control,37,2_back_post,4,5,0,0,0,1,0,1,574
control,37,2_back_post,4,6,0,0,0,1,0,1,637
control,37,2_back_post,4,7,0,0,0,1,0,1,628
control,37,2_back_post,4,8,0,0,0,0,1,1,399
control,37,2_back_post,4,9,0,0,0,1,0,1,560
control,37,2_back_post,4,10,1,0,0,0,0,-1,671
control,37,2_back_post,4,11,0,0,0,0,1,1,408
control,37,2_back_post,4,12,0,0,0,1,0,1,648
control,37,2_back_post,4,13,0,0,0,1,0,1,516
control,37,2_back_post,4,14,0,0,0,0,1,1,431
control,37,2_back_post,4,15,0,0,0,1,0,1,632
control,37,2_back_post,4,16,0,0,0,1,0,1,541
control,37,2_back_post,4,17,0,0,0,1,0,1,572
control,37,2_back_post,4,18,0,0,0,0,1,1,721
control,37,2_back_post,4,19,0,0,0,0,1,1,804
control,37,2_back_post,4,20,0,0,0,1,0,1,378
control,37,2_back_post,4,21,0,0,0,1,0,1,510
control,37,2_back_post,4,22,0,0,0,1,0,1,386
control,37,2_back_post,4,23,0,0,0,1,0,1,509
control,37,2_back_post,4,24,0,0,0,0,1,1,422
control,37,2_back_post,4,25,0,0,0,1,0,1,448
control,37,2_back_post,4,26,0,0,0,1,0,1,594
control,37,2_back_post,4,27,0,0,0,1,0,1,645
control,37,2_back_post,4,28,0,0,0,1,0,1,548
control,37,2_back_post,4,29,0,0,0,1,0,1,536
control,37,2_back_post,4,30,0,0,0,1,0,1,550
control,37,2_back_post,4,31,0,0,0,0,1,1,674
control,37,2_back_post,4,32,0,0,0,1,0,1,511
control,37,2_back_post,4,33,0,0,0,1,0,1,718
control,37,2_back_post,4,34,0,0,0,1,0,1,1002
control,37,2_back_post,4,35,0,0,0,1,0,1,578
control,37,2_back_post,4,36,0,0,0,1,0,1,657
control,37,2_back_post,4,37,0,0,0,0,1,1,380
control,37,2_back_post,4,38,0,0,0,1,0,1,480
control,37,2_back_post,4,39,0,0,0,1,0,1,623
control,37,2_back_post,4,40,0,0,0,0,1,1,749
control,37,2_back_post,4,41,0,0,0,1,0,1,551
control,39,2_back_pre,1,0,0,0,0,1,0,1,515
control,39,2_back_pre,1,1,0,0,0,1,0,1,351
control,39,2_back_pre,1,2,0,0,0,1,0,1,408
control,39,2_back_pre,1,3,0,0,0,1,0,1,723
control,39,2_back_pre,1,4,0,0,0,0,1,1,709
control,39,2_back_pre,1,5,0,0,0,1,0,1,575
control,39,2_back_pre,1,6,1,0,0,0,0,-1,459
control,39,2_back_pre,1,7,0,0,0,0,1,1,729
control,39,2_back_pre,1,8,0,0,0,0,1,1,522
control,39,2_back_pre,1,9,0,0,0,1,0,1,586
control,39,2_back_pre,1,10,0,0,0,1,0,1,548
control,39,2_back_pre,1,11,0,0,0,1,0,1,470
control,39,2_back_pre,1,12,1,0,0,0,0,-1,438
control,39,2_back_pre,1,13,0,0,0,1,0,1,524
control,39,2_back_pre,1,14,0,0,0,1,0,1,460
control,39,2_back_pre,1,15,0,0,0,0,1,1,479
control,39,2_back_pre,1,16,0,0,0,0,1,1,420
control,39,2_back_pre,1,17,0,0,0,1,0,1,418
control,39,2_back_pre,1,18,0,0,0,1,0,1,517
control,39,2_back_pre,1,19,0,0,0,1,0,1,478
control,39,2_back_pre,1,20,0,0,0,1,0,1,420
control,39,2_back_pre,1,21,0,0,0,0,1,1,630
control,39,2_back_pre,1,22,0,0,0,1,0,1,467
control,39,2_back_pre,1,23,1,0,0,0,0,-1,722
control,39,2_back_pre,1,24,0,0,0,0,1,1,465
control,39,2_back_pre,1,25,0,0,0,1,0,1,425
control,39,2_back_pre,1,26,0,0,0,1,0,1,484
control,39,2_back_pre,1,27,0,0,0,1,0,1,524
control,39,2_back_pre,1,28,0,0,0,1,0,1,663
control,39,2_back_pre,1,29,0,0,0,1,0,1,458
control,39,2_back_pre,1,30,0,0,0,1,0,1,419
control,39,2_back_pre,1,31,0,0,0,0,1,1,481
control,39,2_back_pre,1,32,0,0,0,1,0,1,437
control,39,2_back_pre,1,33,0,0,0,1,0,1,419
control,39,2_back_pre,1,34,0,0,0,0,1,1,568
control,39,2_back_pre,1,35,0,0,0,1,0,1,404
control,39,2_back_pre,1,36,0,0,0,1,0,1,533
control,39,2_back_pre,1,37,0,0,0,1,0,1,387
control,39,2_back_pre,1,38,0,0,0,1,0,1,443
control,39,2_back_pre,1,39,0,0,0,0,1,1,398
control,39,2_back_pre,1,40,0,0,0,1,0,1,512
control,39,2_back_pre,1,41,0,0,0,1,0,1,673
control,39,2_back_pre,2,0,0,0,0,1,0,1,815
control,39,2_back_pre,2,1,0,0,0,1,0,1,511
control,39,2_back_pre,2,2,0,0,0,1,0,1,387
control,39,2_back_pre,2,3,0,0,0,1,0,1,491
control,39,2_back_pre,2,4,0,0,0,0,1,1,530
control,39,2_back_pre,2,5,0,0,0,1,0,1,539
control,39,2_back_pre,2,6,0,0,0,1,0,1,631
control,39,2_back_pre,2,7,0,0,0,1,0,1,482
control,39,2_back_pre,2,8,0,0,0,1,0,1,379
control,39,2_back_pre,2,9,0,0,0,0,1,1,661
control,39,2_back_pre,2,10,0,0,0,1,0,1,549
control,39,2_back_pre,2,11,0,0,0,1,0,1,445
control,39,2_back_pre,2,12,0,0,0,0,1,1,549
control,39,2_back_pre,2,13,0,0,0,1,0,1,528
control,39,2_back_pre,2,14,0,0,0,1,0,1,477
control,39,2_back_pre,2,15,0,0,0,1,0,1,350
control,39,2_back_pre,2,16,0,0,0,1,0,1,347
control,39,2_back_pre,2,17,0,0,0,1,0,1,370
control,39,2_back_pre,2,18,0,0,0,1,0,1,361
control,39,2_back_pre,2,19,0,0,0,0,1,1,257
control,39,2_back_pre,2,20,0,0,0,1,0,1,236
control,39,2_back_pre,2,21,0,0,0,1,0,1,290
control,39,2_back_pre,2,22,0,1,0,0,0,-1,186
control,39,2_back_pre,2,23,0,0,0,1,0,1,225
control,39,2_back_pre,2,24,1,0,0,0,0,-1,194
control,39,2_back_pre,2,25,0,0,0,1,0,1,561
control,39,2_back_pre,2,26,0,0,0,1,0,1,542
control,39,2_back_pre,2,27,0,0,0,0,1,1,610
control,39,2_back_pre,2,28,0,0,0,1,0,1,460
control,39,2_back_pre,2,29,0,0,0,1,0,1,941
control,39,2_back_pre,2,30,0,0,0,0,1,1,569
control,39,2_back_pre,2,31,0,0,0,1,0,1,474
control,39,2_back_pre,2,32,0,0,0,1,0,1,619
control,39,2_back_pre,2,33,0,0,0,0,1,1,376
control,39,2_back_pre,2,34,0,0,0,1,0,1,700
control,39,2_back_pre,2,35,0,0,0,1,0,1,614
control,39,2_back_pre,2,36,0,0,0,0,1,1,601
control,39,2_back_pre,2,37,0,0,0,0,1,1,1026
control,39,2_back_pre,2,38,0,0,0,1,0,1,508
control,39,2_back_pre,2,39,0,0,0,1,0,1,706
control,39,2_back_pre,2,40,0,0,0,1,0,1,610
control,39,2_back_pre,2,41,0,0,0,1,0,1,994
control,39,2_back_post,3,0,0,0,0,1,0,1,
control,39,2_back_post,3,1,0,0,0,1,0,1,864
control,39,2_back_post,3,2,0,0,0,1,0,1,482
control,39,2_back_post,3,3,0,0,0,0,1,1,641
control,39,2_back_post,3,4,0,0,0,1,0,1,629
control,39,2_back_post,3,5,0,0,0,1,0,1,522
control,39,2_back_post,3,6,0,0,0,1,0,1,535
control,39,2_back_post,3,7,1,0,0,0,0,-1,525
control,39,2_back_post,3,8,0,0,0,1,0,1,613
control,39,2_back_post,3,9,0,0,0,1,0,1,467
control,39,2_back_post,3,10,0,0,0,0,1,1,615
control,39,2_back_post,3,11,0,0,0,1,0,1,936
control,39,2_back_post,3,12,0,0,0,1,0,1,463
control,39,2_back_post,3,13,0,0,0,0,1,1,427
control,39,2_back_post,3,14,0,0,0,1,0,1,436
control,39,2_back_post,3,15,0,0,0,1,0,1,483
control,39,2_back_post,3,16,0,0,0,0,1,1,542
control,39,2_back_post,3,17,0,0,0,1,0,1,450
control,39,2_back_post,3,18,0,0,0,1,0,1,490
control,39,2_back_post,3,19,0,0,0,1,0,1,422
control,39,2_back_post,3,20,0,0,0,1,0,1,477
control,39,2_back_post,3,21,0,0,0,0,1,1,636
control,39,2_back_post,3,22,0,0,0,1,0,1,449
control,39,2_back_post,3,23,0,0,0,1,0,1,498
control,39,2_back_post,3,24,0,0,0,1,0,1,425
control,39,2_back_post,3,25,0,0,0,0,1,1,520
control,39,2_back_post,3,26,0,0,0,1,0,1,440
control,39,2_back_post,3,27,0,0,0,1,0,1,478
control,39,2_back_post,3,28,0,0,0,1,0,1,426
control,39,2_back_post,3,29,0,0,0,1,0,1,464
control,39,2_back_post,3,30,0,0,0,0,1,1,482
control,39,2_back_post,3,31,0,0,0,1,0,1,703
control,39,2_back_post,3,32,0,0,0,1,0,1,689
control,39,2_back_post,3,33,0,0,0,0,1,1,535
control,39,2_back_post,3,34,0,0,0,1,0,1,517
control,39,2_back_post,3,35,0,0,0,1,0,1,518
control,39,2_back_post,3,36,0,0,0,0,1,1,536
control,39,2_back_post,3,37,0,0,0,0,1,1,525
control,39,2_back_post,3,38,0,0,0,1,0,1,484
control,39,2_back_post,3,39,0,0,0,1,0,1,448
control,39,2_back_post,3,40,0,0,0,1,0,1,229
control,39,2_back_post,3,41,0,0,0,1,0,1,3
control,39,2_back_post,4,0,0,0,0,1,0,1,
control,39,2_back_post,4,1,0,0,0,1,0,1,383
control,39,2_back_post,4,2,0,0,0,1,0,1,455
control,39,2_back_post,4,3,0,0,0,0,1,1,589
control,39,2_back_post,4,4,0,0,0,1,0,1,447
control,39,2_back_post,4,5,0,0,0,1,0,1,469
control,39,2_back_post,4,6,0,0,0,1,0,1,473
control,39,2_back_post,4,7,0,0,0,1,0,1,662
control,39,2_back_post,4,8,0,0,0,0,1,1,464
