groupe,subject_id,part,id_2_back,trial_id,False-alarm,Mismatch,No-input,Non-target,Target,Score,rt
control,13,2_back_pre,1,2,0,0,0,1,0,1,631
control,13,2_back_pre,1,3,0,0,0,1,0,1,604
control,13,2_back_pre,1,4,0,0,0,0,1,1,715
control,13,2_back_pre,1,5,0,0,0,1,0,1,482
control,13,2_back_pre,1,6,0,0,0,1,0,1,366
control,13,2_back_pre,1,7,0,0,0,0,1,1,768
control,13,2_back_pre,1,8,0,1,0,0,0,-1,1899
control,13,2_back_pre,1,9,0,0,1,0,0,-1,
control,13,2_back_pre,1,10,0,0,0,1,0,1,562
control,13,2_back_pre,1,11,0,0,1,0,0,-1,
control,13,2_back_pre,1,12,0,0,1,0,0,-1,
control,13,2_back_pre,1,13,0,0,1,0,0,-1,
control,13,2_back_pre,1,14,0,0,1,0,0,-1,
control,13,2_back_pre,1,15,0,0,1,0,0,-1,
control,13,2_back_pre,1,16,0,0,1,0,0,-1,
control,13,2_back_pre,1,17,0,0,1,0,0,-1,
control,13,2_back_pre,1,18,0,0,1,0,0,-1,
control,13,2_back_pre,1,19,0,0,1,0,0,-1,
control,13,2_back_pre,1,20,0,0,1,0,0,-1,
control,13,2_back_pre,1,21,0,0,1,0,0,-1,
control,13,2_back_pre,1,22,0,0,1,0,0,-1,
control,13,2_back_pre,1,23,0,0,1,0,0,-1,
control,13,2_back_pre,1,24,0,0,1,0,0,-1,
control,13,2_back_pre,1,25,0,0,1,0,0,-1,
control,13,2_back_pre,1,26,0,0,1,0,0,-1,
control,13,2_back_pre,1,27,0,0,1,0,0,-1,
control,13,2_back_pre,1,28,0,0,1,0,0,-1,
control,13,2_back_pre,1,29,0,0,1,0,0,-1,
control,13,2_back_pre,1,30,0,0,1,0,0,-1,
control,13,2_back_pre,1,31,0,0,1,0,0,-1,
control,13,2_back_pre,1,32,0,0,1,0,0,-1,
control,13,2_back_pre,1,33,0,0,1,0,0,-1,
control,13,2_back_pre,1,34,0,0,1,0,0,-1,
control,13,2_back_pre,1,35,0,0,1,0,0,-1,
control,13,2_back_pre,1,36,0,0,1,0,0,-1,
control,13,2_back_pre,1,37,0,0,1,0,0,-1,
control,13,2_back_pre,1,38,0,0,1,0,0,-1,
control,13,2_back_pre,1,39,0,0,1,0,0,-1,
control,13,2_back_pre,1,40,0,0,1,0,0,-1,
control,13,2_back_pre,1,41,0,0,1,0,0,-1,
control,13,2_back_pre,2,0,0,0,1,0,0,-1,
control,13,2_back_pre,2,1,0,0,1,0,0,-1,
control,13,2_back_pre,2,2,0,0,1,0,0,-1,
control,13,2_back_pre,2,3,0,0,1,0,0,-1,
control,13,2_back_pre,2,4,0,0,1,0,0,-1,
control,13,2_back_pre,2,5,0,0,1,0,0,-1,
control,13,2_back_pre,2,6,0,0,1,0,0,-1,
control,13,2_back_pre,2,7,0,0,1,0,0,-1,
control,13,2_back_pre,2,8,0,0,1,0,0,-1,
control,13,2_back_pre,2,9,0,0,1,0,0,-1,
control,13,2_back_pre,2,10,0,0,1,0,0,-1,
control,13,2_back_pre,2,11,0,0,1,0,0,-1,
control,13,2_back_pre,2,12,0,0,1,0,0,-1,
control,13,2_back_pre,2,13,0,0,1,0,0,-1,
control,13,2_back_pre,2,14,0,0,1,0,0,-1,
control,13,2_back_pre,2,15,0,0,1,0,0,-1,
control,13,2_back_pre,2,16,0,0,1,0,0,-1,
control,13,2_back_pre,2,17,0,0,1,0,0,-1,
control,13,2_back_pre,2,18,0,0,1,0,0,-1,
control,13,2_back_pre,2,19,0,0,1,0,0,-1,
control,13,2_back_pre,2,20,0,0,1,0,0,-1,
control,13,2_back_pre,2,21,0,0,1,0,0,-1,
control,13,2_back_pre,2,22,0,0,1,0,0,-1,
control,13,2_back_pre,2,23,0,0,1,0,0,-1,
control,13,2_back_pre,2,24,0,0,1,0,0,-1,
control,13,2_back_pre,2,25,0,0,1,0,0,-1,
control,13,2_back_pre,2,26,0,0,1,0,0,-1,
control,13,2_back_pre,2,27,0,0,1,0,0,-1,
control,13,2_back_pre,2,28,0,0,1,0,0,-1,
control,13,2_back_pre,2,29,0,0,1,0,0,-1,
control,13,2_back_pre,2,30,0,0,1,0,0,-1,
control,13,2_back_pre,2,31,0,0,1,0,0,-1,
control,13,2_back_pre,2,32,0,0,1,0,0,-1,
control,13,2_back_pre,2,33,0,0,1,0,0,-1,
control,13,2_back_pre,2,34,0,0,1,0,0,-1,
control,13,2_back_pre,2,35,0,0,1,0,0,-1,
control,13,2_back_pre,2,36,0,0,1,0,0,-1,
control,13,2_back_pre,2,37,0,0,1,0,0,-1,
control,13,2_back_pre,2,38,0,0,1,0,0,-1,
control,13,2_back_pre,2,39,0,0,1,0,0,-1,
control,13,2_back_pre,2,40,0,0,1,0,0,-1,
control,13,2_back_pre,2,41,0,0,1,0,0,-1,
control,13,2_back_post,3,0,0,0,0,1,0,1,358
control,13,2_back_post,3,1,0,0,0,1,0,1,263
control,13,2_back_post,3,2,0,0,0,1,0,1,632
control,13,2_back_post,3,3,0,0,0,0,1,1,394
control,13,2_back_post,3,4,0,0,0,1,0,1,330
control,13,2_back_post,3,5,0,0,0,1,0,1,372
control,13,2_back_post,3,6,0,0,0,1,0,1,611
control,13,2_back_post,3,7,0,0,0,1,0,1,600
control,13,2_back_post,3,8,0,0,0,1,0,1,718
control,13,2_back_post,3,9,0,0,0,1,0,1,1056
control,13,2_back_post,3,10,0,0,0,0,1,1,531
control,13,2_back_post,3,11,0,0,0,1,0,1,991
control,13,2_back_post,3,12,0,0,0,1,0,1,996
control,13,2_back_post,3,13,0,0,0,0,1,1,539
control,13,2_back_post,3,14,0,0,0,1,0,1,473
control,13,2_back_post,3,15,0,0,0,1,0,1,419
control,13,2_back_post,3,16,0,0,0,0,1,1,549
control,13,2_back_post,3,17,0,0,0,1,0,1,286
control,13,2_back_post,3,18,0,0,0,1,0,1,668
control,13,2_back_post,3,19,0,0,0,1,0,1,508
control,13,2_back_post,3,20,0,0,0,1,0,1,437
control,13,2_back_post,3,21,0,0,0,0,1,1,727
control,13,2_back_post,3,22,0,0,0,1,0,1,404
control,13,2_back_post,3,23,0,0,0,1,0,1,589
control,13,2_back_post,3,24,0,0,0,1,0,1,485
control,13,2_back_post,3,25,0,0,0,0,1,1,453
control,13,2_back_post,3,26,0,0,0,1,0,1,418
control,13,2_back_post,3,27,0,0,0,1,0,1,508
control,13,2_back_post,3,28,0,0,0,1,0,1,547
control,13,2_back_post,3,29,0,0,0,1,0,1,596
control,13,2_back_post,3,30,0,0,0,0,1,1,678
control,13,2_back_post,3,31,0,0,0,1,0,1,667
control,13,2_back_post,3,32,0,0,0,1,0,1,578
control,13,2_back_post,3,33,0,0,0,0,1,1,532
control,13,2_back_post,3,34,0,0,0,1,0,1,250
control,13,2_back_post,3,35,0,0,0,1,0,1,510
control,13,2_back_post,3,36,0,0,0,0,1,1,540
control,13,2_back_post,3,37,0,1,0,0,0,-1,374
control,13,2_back_post,3,38,0,0,0,1,0,1,600
control,13,2_back_post,3,39,0,0,1,0,0,-1,
control,13,2_back_post,3,40,0,0,1,0,0,-1,
control,13,2_back_post,3,41,1,0,0,0,0,-1,222
control,13,2_back_post,4,0,0,0,1,0,0,-1,
control,13,2_back_post,4,1,0,0,1,0,0,-1,
control,13,2_back_post,4,2,0,0,1,0,0,-1,
control,13,2_back_post,4,3,0,0,1,0,0,-1,
control,13,2_back_post,4,4,0,0,1,0,0,-1,
control,13,2_back_post,4,5,0,0,1,0,0,-1,
control,13,2_back_post,4,6,0,0,1,0,0,-1,
control,13,2_back_post,4,7,0,0,1,0,0,-1,
control,13,2_back_post,4,8,0,0,1,0,0,-1,
control,13,2_back_post,4,9,0,0,1,0,0,-1,
control,13,2_back_post,4,10,0,0,1,0,0,-1,
control,13,2_back_post,4,11,0,0,1,0,0,-1,
control,13,2_back_post,4,12,0,0,1,0,0,-1,
control,13,2_back_post,4,13,0,0,1,0,0,-1,
control,13,2_back_post,4,14,0,0,1,0,0,-1,
control,13,2_back_post,4,15,0,0,1,0,0,-1,
control,13,2_back_post,4,16,0,0,1,0,0,-1,
control,13,2_back_post,4,17,0,0,1,0,0,-1,
control,13,2_back_post,4,18,0,0,1,0,0,-1,
control,13,2_back_post,4,19,0,0,1,0,0,-1,
control,13,2_back_post,4,20,0,0,1,0,0,-1,
control,13,2_back_post,4,21,0,0,1,0,0,-1,
control,13,2_back_post,4,22,0,0,1,0,0,-1,
control,13,2_back_post,4,23,0,0,1,0,0,-1,
control,13,2_back_post,4,24,0,0,1,0,0,-1,
control,13,2_back_post,4,25,0,0,1,0,0,-1,
control,13,2_back_post,4,26,0,0,1,0,0,-1,
control,13,2_back_post,4,27,0,0,1,0,0,-1,
control,13,2_back_post,4,28,0,0,1,0,0,-1,
control,13,2_back_post,4,29,0,0,1,0,0,-1,
control,13,2_back_post,4,30,0,0,1,0,0,-1,
control,13,2_back_post,4,31,0,0,1,0,0,-1,
control,13,2_back_post,4,32,0,0,1,0,0,-1,
control,13,2_back_post,4,33,0,0,1,0,0,-1,
control,13,2_back_post,4,34,0,0,1,0,0,-1,
control,13,2_back_post,4,35,0,0,1,0,0,-1,
control,13,2_back_post,4,36,0,0,1,0,0,-1,
control,13,2_back_post,4,37,0,0,1,0,0,-1,
control,13,2_back_post,4,38,0,0,1,0,0,-1,
control,13,2_back_post,4,39,0,0,1,0,0,-1,
control,13,2_back_post,4,40,0,0,1,0,0,-1,
control,13,2_back_post,4,41,0,0,1,0,0,-1,
control,17,2_back_pre,1,0,0,0,0,1,0,1,929
control,17,2_back_pre,1,1,0,0,0,1,0,1,744
control,17,2_back_pre,1,2,0,0,0,1,0,1,591
control,17,2_back_pre,1,3,0,0,0,1,0,1,761
control,17,2_back_pre,1,4,0,0,0,0,1,1,706
control,17,2_back_pre,1,5,0,0,0,1,0,1,521
control,17,2_back_pre,1,6,0,0,0,1,0,1,590
control,17,2_back_pre,1,7,0,0,0,0,1,1,426
control,17,2_back_pre,1,8,0,0,0,0,1,1,507
control,17,2_back_pre,1,9,0,0,0,1,0,1,577
control,17,2_back_pre,1,10,0,0,0,1,0,1,594
control,17,2_back_pre,1,11,0,0,0,1,0,1,683
control,17,2_back_pre,1,12,0,0,0,1,0,1,508
control,17,2_back_pre,1,13,0,0,0,1,0,1,624
control,17,2_back_pre,1,14,0,0,0,1,0,1,546
control,17,2_back_pre,1,15,0,1,0,0,0,-1,530
control,17,2_back_pre,1,16,0,1,0,0,0,-1,528
control,17,2_back_pre,1,17,0,0,0,1,0,1,438
control,17,2_back_pre,1,18,0,0,0,1,0,1,1267
control,17,2_back_pre,1,19,0,0,0,1,0,1,1004
control,17,2_back_pre,1,20,0,0,0,1,0,1,499
control,17,2_back_pre,1,21,0,0,0,0,1,1,964
control,17,2_back_pre,1,22,0,0,0,1,0,1,543
control,17,2_back_pre,1,23,0,0,0,1,0,1,546
control,17,2_back_pre,1,24,0,0,0,0,1,1,836
control,17,2_back_pre,1,25,0,0,0,1,0,1,595
control,17,2_back_pre,1,26,0,0,0,1,0,1,564
control,17,2_back_pre,1,27,0,0,0,1,0,1,523
control,17,2_back_pre,1,28,0,0,0,1,0,1,588
control,17,2_back_pre,1,29,0,0,0,1,0,1,700
control,17,2_back_pre,1,30,0,0,0,1,0,1,789
control,17,2_back_pre,1,31,0,0,0,0,1,1,576
control,17,2_back_pre,1,32,0,0,0,1,0,1,437
control,17,2_back_pre,1,33,0,0,0,1,0,1,657
control,17,2_back_pre,1,34,0,0,0,0,1,1,942
control,17,2_back_pre,1,35,0,0,0,1,0,1,545
control,17,2_back_pre,1,36,0,0,0,1,0,1,703
control,17,2_back_pre,1,37,0,0,0,1,0,1,444
control,17,2_back_pre,1,38,0,0,0,1,0,1,483
control,17,2_back_pre,1,39,0,0,0,0,1,1,522
control,17,2_back_pre,1,40,0,0,0,1,0,1,575
control,17,2_back_pre,1,41,0,0,0,1,0,1,702
control,17,2_back_pre,2,0,0,0,0,1,0,1,378
control,17,2_back_pre,2,1,0,0,0,1,0,1,651
control,17,2_back_pre,2,2,0,0,0,1,0,1,555
control,17,2_back_pre,2,3,0,0,0,1,0,1,618
control,17,2_back_pre,2,4,0,0,0,0,1,1,451
control,17,2_back_pre,2,5,0,0,0,1,0,1,568
control,17,2_back_pre,2,6,0,0,0,1,0,1,927
control,17,2_back_pre,2,7,0,0,0,1,0,1,744
control,17,2_back_pre,2,8,0,0,0,1,0,1,567
control,17,2_back_pre,2,9,0,0,0,0,1,1,755
control,17,2_back_pre,2,10,0,0,0,1,0,1,608
control,17,2_back_pre,2,11,0,0,0,1,0,1,559
control,17,2_back_pre,2,12,0,0,0,0,1,1,411
control,17,2_back_pre,2,13,0,0,0,1,0,1,593
control,17,2_back_pre,2,14,0,0,0,1,0,1,550
control,17,2_back_pre,2,15,0,0,0,1,0,1,534
control,17,2_back_pre,2,16,0,0,0,1,0,1,649
control,17,2_back_pre,2,17,0,0,0,1,0,1,577
control,17,2_back_pre,2,18,0,0,0,1,0,1,522
control,17,2_back_pre,2,19,0,0,0,0,1,1,413
control,17,2_back_pre,2,20,0,0,0,1,0,1,545
control,17,2_back_pre,2,21,0,0,0,1,0,1,583
control,17,2_back_pre,2,22,0,0,0,0,1,1,447
control,17,2_back_pre,2,23,0,0,0,1,0,1,528
control,17,2_back_pre,2,24,1,0,0,0,0,-1,600
control,17,2_back_pre,2,25,0,0,0,1,0,1,640
control,17,2_back_pre,2,26,0,0,0,1,0,1,656
control,17,2_back_pre,2,27,0,1,0,0,0,-1,490
control,17,2_back_pre,2,28,0,0,0,1,0,1,559
control,17,2_back_pre,2,29,0,0,0,1,0,1,747
control,17,2_back_pre,2,30,0,1,0,0,0,-1,537
control,17,2_back_pre,2,31,0,0,0,1,0,1,579
control,17,2_back_pre,2,32,0,0,0,1,0,1,544
control,17,2_back_pre,2,33,0,1,0,0,0,-1,766
control,17,2_back_pre,2,34,0,0,0,1,0,1,816
control,17,2_back_pre,2,35,0,0,0,1,0,1,566
control,17,2_back_pre,2,36,0,0,0,0,1,1,473
control,17,2_back_pre,2,37,0,1,0,0,0,-1,830
control,17,2_back_pre,2,38,0,0,0,1,0,1,634
control,17,2_back_pre,2,39,0,0,0,1,0,1,542
control,17,2_back_pre,2,40,0,0,0,1,0,1,429
control,17,2_back_pre,2,41,0,0,0,1,0,1,529
control,17,2_back_post,3,0,0,0,0,1,0,1,830
control,17,2_back_post,3,1,0,0,0,1,0,1,441
control,17,2_back_post,3,2,0,0,0,1,0,1,545
control,17,2_back_post,3,3,0,0,0,0,1,1,566
control,17,2_back_post,3,4,0,0,0,1,0,1,513
control,17,2_back_post,3,5,0,0,0,1,0,1,498
control,17,2_back_post,3,6,0,0,0,1,0,1,584
control,17,2_back_post,3,7,0,0,0,1,0,1,843
control,17,2_back_post,3,8,0,0,0,1,0,1,466
control,17,2_back_post,3,9,0,0,0,1,0,1,404
control,17,2_back_post,3,10,0,1,0,0,0,-1,469
control,17,2_back_post,3,11,0,0,0,1,0,1,470
control,17,2_back_post,3,12,0,0,0,1,0,1,476
control,17,2_back_post,3,13,0,0,0,0,1,1,627
control,17,2_back_post,3,14,0,0,0,1,0,1,359
control,17,2_back_post,3,15,0,0,0,1,0,1,411
control,17,2_back_post,3,16,0,0,0,0,1,1,413
control,17,2_back_post,3,17,0,0,0,1,0,1,305
control,17,2_back_post,3,18,0,0,0,1,0,1,540
control,17,2_back_post,3,19,0,0,0,1,0,1,838
control,17,2_back_post,3,20,0,0,0,1,0,1,503
control,17,2_back_post,3,21,0,0,0,0,1,1,437
control,17,2_back_post,3,22,0,0,0,1,0,1,486
control,17,2_back_post,3,23,0,0,0,1,0,1,366
control,17,2_back_post,3,24,0,0,0,1,0,1,386
control,17,2_back_post,3,25,0,1,0,0,0,-1,450
control,17,2_back_post,3,26,0,0,0,1,0,1,615
control,17,2_back_post,3,27,0,0,0,1,0,1,645
control,17,2_back_post,3,28,0,0,0,1,0,1,460
control,17,2_back_post,3,29,0,0,0,1,0,1,544
control,17,2_back_post,3,30,0,1,0,0,0,-1,701
control,17,2_back_post,3,31,0,0,0,1,0,1,502
control,17,2_back_post,3,32,0,0,0,1,0,1,518
control,17,2_back_post,3,33,0,0,0,0,1,1,935
control,17,2_back_post,3,34,0,0,0,1,0,1,366
control,17,2_back_post,3,35,0,0,0,1,0,1,499
control,17,2_back_post,3,36,0,0,0,0,1,1,529
control,17,2_back_post,3,37,0,1,0,0,0,-1,456
control,17,2_back_post,3,38,0,0,0,1,0,1,545
control,17,2_back_post,3,39,0,0,0,1,0,1,741
control,17,2_back_post,3,40,0,0,0,1,0,1,429
control,17,2_back_post,3,41,0,0,0,1,0,1,1065
control,17,2_back_post,4,0,0,0,0,1,0,1,380
control,17,2_back_post,4,1,0,0,0,1,0,1,477
control,17,2_back_post,4,2,0,0,0,1,0,1,518
control,17,2_back_post,4,3,0,0,0,0,1,1,491
control,17,2_back_post,4,4,0,0,0,1,0,1,672
control,17,2_back_post,4,5,0,0,0,1,0,1,781
control,17,2_back_post,4,6,0,0,0,1,0,1,1070
control,17,2_back_post,4,7,0,0,0,1,0,1,563
control,17,2_back_post,4,8,0,0,0,0,1,1,445
control,17,2_back_post,4,9,0,0,0,1,0,1,498
control,17,2_back_post,4,10,0,0,0,1,0,1,631
control,17,2_back_post,4,11,0,1,0,0,0,-1,580
control,17,2_back_post,4,12,0,0,0,1,0,1,632
control,17,2_back_post,4,13,0,0,0,1,0,1,752
control,17,2_back_post,4,14,0,0,0,0,1,1,454
control,17,2_back_post,4,15,0,0,0,1,0,1,743
control,17,2_back_post,4,16,0,0,0,1,0,1,629
control,17,2_back_post,4,17,0,0,0,1,0,1,617
control,17,2_back_post,4,18,0,0,0,0,1,1,411
control,17,2_back_post,4,19,0,0,0,0,1,1,589
control,17,2_back_post,4,20,0,0,0,1,0,1,455
control,17,2_back_post,4,21,0,0,0,1,0,1,903
control,17,2_back_post,4,22,0,0,0,1,0,1,691
control,17,2_back_post,4,23,0,0,0,1,0,1,468
control,17,2_back_post,4,24,0,0,0,0,1,1,981
control,17,2_back_post,4,25,0,0,0,1,0,1,427
control,17,2_back_post,4,26,0,0,0,1,0,1,460
control,17,2_back_post,4,27,0,0,0,1,0,1,571
control,17,2_back_post,4,28,0,0,0,1,0,1,774
control,17,2_back_post,4,29,0,0,0,1,0,1,627
control,17,2_back_post,4,30,0,0,0,1,0,1,849
control,17,2_back_post,4,31,0,1,0,0,0,-1,1033
control,17,2_back_post,4,32,0,0,0,1,0,1,502
control,17,2_back_post,4,33,0,0,0,1,0,1,648
control,17,2_back_post,4,34,0,0,0,1,0,1,665
control,17,2_back_post,4,35,0,0,0,1,0,1,563
control,17,2_back_post,4,36,0,0,0,1,0,1,691
control,17,2_back_post,4,37,0,1,0,0,0,-1,1118
control,17,2_back_post,4,38,0,0,0,1,0,1,516
control,17,2_back_post,4,39,0,0,0,1,0,1,400
control,17,2_back_post,4,40,0,1,0,0,0,-1,1026
control,17,2_back_post,4,41,0,0,0,1,0,1,488
control,31,2_back_pre,1,0,0,0,0,1,0,1,
control,31,2_back_pre,1,1,0,0,0,1,0,1,
control,31,2_back_pre,1,2,0,0,0,1,0,1,974
control,31,2_back_pre,1,3,0,0,0,1,0,1,754
control,31,2_back_pre,1,4,0,1,0,0,0,-1,426
control,31,2_back_pre,1,5,0,0,0,1,0,1,769
control,31,2_back_pre,1,6,0,0,0,1,0,1,654
control,31,2_back_pre,1,7,0,0,0,0,1,1,589
control,31,2_back_pre,1,8,0,0,0,0,1,1,864
control,31,2_back_pre,1,9,0,0,0,1,0,1,685
control,31,2_back_pre,1,10,0,0,0,1,0,1,533
control,31,2_back_pre,1,11,0,0,0,1,0,1,799
control,31,2_back_pre,1,12,0,0,0,1,0,1,901
control,31,2_back_pre,1,13,0,0,0,1,0,1,1024
control,31,2_back_pre,1,14,0,0,0,1,0,1,583
control,31,2_back_pre,1,15,0,0,0,0,1,1,728
control,31,2_back_pre,1,16,0,1,0,0,0,-1,803
control,31,2_back_pre,1,17,0,0,0,1,0,1,661
control,31,2_back_pre,1,18,1,0,0,0,0,-1,1092
control,31,2_back_pre,1,19,0,0,0,1,0,1,718
control,31,2_back_pre,1,20,0,0,0,1,0,1,590
control,31,2_back_pre,1,21,0,0,1,0,0,-1,1031
control,31,2_back_pre,1,22,0,0,0,1,0,1,701
control,31,2_back_pre,1,23,0,0,0,1,0,1,808
control,31,2_back_pre,1,24,0,0,0,0,1,1,1042
control,31,2_back_pre,1,25,0,0,0,1,0,1,551
control,31,2_back_pre,1,26,0,0,0,1,0,1,639
control,31,2_back_pre,1,27,0,0,0,1,0,1,595
control,31,2_back_pre,1,28,1,0,0,0,0,-1,806
control,31,2_back_pre,1,29,0,0,0,1,0,1,654
control,31,2_back_pre,1,30,0,0,0,1,0,1,465
control,31,2_back_pre,1,31,0,0,0,0,1,1,798
control,31,2_back_pre,1,32,0,0,0,1,0,1,515
control,31,2_back_pre,1,33,0,0,0,1,0,1,783
control,31,2_back_pre,1,34,0,0,0,0,1,1,516
control,31,2_back_pre,1,35,0,0,0,1,0,1,513
control,31,2_back_pre,1,36,0,0,0,1,0,1,891
control,31,2_back_pre,1,37,0,0,0,1,0,1,679
control,31,2_back_pre,1,38,0,0,0,1,0,1,758
control,31,2_back_pre,1,39,0,0,0,0,1,1,962
control,31,2_back_pre,1,40,0,0,0,1,0,1,716
control,31,2_back_pre,1,41,0,0,0,1,0,1,959
control,31,2_back_pre,2,0,0,0,0,1,0,1,632
control,31,2_back_pre,2,1,0,0,0,1,0,1,421
control,31,2_back_pre,2,2,0,0,0,1,0,1,461
control,31,2_back_pre,2,3,0,0,0,1,0,1,481
control,31,2_back_pre,2,4,0,0,0,0,1,1,717
control,31,2_back_pre,2,5,0,0,0,1,0,1,494
control,31,2_back_pre,2,6,0,0,0,1,0,1,757
control,31,2_back_pre,2,7,0,0,0,1,0,1,502
control,31,2_back_pre,2,8,0,0,0,1,0,1,578
control,31,2_back_pre,2,9,0,1,0,0,0,-1,512
control,31,2_back_pre,2,10,0,0,0,1,0,1,584
control,31,2_back_pre,2,11,0,0,0,1,0,1,523
control,31,2_back_pre,2,12,0,0,0,0,1,1,851
control,31,2_back_pre,2,13,0,0,0,1,0,1,694
control,31,2_back_pre,2,14,0,0,0,1,0,1,924
control,31,2_back_pre,2,15,0,0,0,1,0,1,763
control,31,2_back_pre,2,16,0,0,0,1,0,1,707
control,31,2_back_pre,2,17,0,0,0,1,0,1,838
control,31,2_back_pre,2,18,0,0,0,1,0,1,604
control,31,2_back_pre,2,19,0,1,0,0,0,-1,788
control,31,2_back_pre,2,20,0,0,0,1,0,1,685
control,31,2_back_pre,2,21,0,0,0,1,0,1,791
control,31,2_back_pre,2,22,0,0,0,0,1,1,557
control,31,2_back_pre,2,23,0,0,0,1,0,1,472
control,31,2_back_pre,2,24,1,0,0,0,0,-1,1084
control,31,2_back_pre,2,25,0,0,0,1,0,1,729
control,31,2_back_pre,2,26,0,0,0,1,0,1,568
control,31,2_back_pre,2,27,0,0,0,0,1,1,576
control,31,2_back_pre,2,28,0,0,0,1,0,1,485
control,31,2_back_pre,2,29,0,0,0,1,0,1,622
control,31,2_back_pre,2,30,0,1,0,0,0,-1,862
control,31,2_back_pre,2,31,1,0,0,0,0,-1,660
control,31,2_back_pre,2,32,0,0,0,1,0,1,521
control,31,2_back_pre,2,33,0,0,0,0,1,1,543
control,31,2_back_pre,2,34,0,0,0,1,0,1,581
control,31,2_back_pre,2,35,0,0,0,1,0,1,633
control,31,2_back_pre,2,36,0,1,0,0,0,-1,478
control,31,2_back_pre,2,37,0,0,0,0,1,1,732
control,31,2_back_pre,2,38,0,0,0,1,0,1,860
control,31,2_back_pre,2,39,0,0,0,1,0,1,643
control,31,2_back_pre,2,40,1,0,0,0,0,-1,864
control,31,2_back_pre,2,41,0,0,0,1,0,1,484
control,31,2_back_post,3,0,0,0,0,1,0,1,960
control,31,2_back_post,3,1,0,0,0,1,0,1,646
control,31,2_back_post,3,2,0,0,0,1,0,1,446
control,31,2_back_post,3,3,0,0,0,0,1,1,682
control,31,2_back_post,3,4,0,0,0,1,0,1,630
control,31,2_back_post,3,5,0,0,0,1,0,1,472
control,31,2_back_post,3,6,0,0,0,1,0,1,628
control,31,2_back_post,3,7,0,0,0,1,0,1,816
control,31,2_back_post,3,8,0,0,0,1,0,1,749
control,31,2_back_post,3,9,0,0,0,1,0,1,513
control,31,2_back_post,3,10,0,0,0,0,1,1,644
control,31,2_back_post,3,11,0,0,0,1,0,1,536
control,31,2_back_post,3,12,0,0,0,1,0,1,651
control,31,2_back_post,3,13,0,0,0,0,1,1,526
control,31,2_back_post,3,14,0,0,0,1,0,1,514
control,31,2_back_post,3,15,0,0,0,1,0,1,694
control,31,2_back_post,3,16,0,0,0,0,1,1,720
control,31,2_back_post,3,17,0,0,0,1,0,1,735
control,31,2_back_post,3,18,1,0,0,0,0,-1,1019
control,31,2_back_post,3,19,0,0,0,1,0,1,774
control,31,2_back_post,3,20,0,0,0,1,0,1,546
control,31,2_back_post,3,21,0,0,0,0,1,1,798
control,31,2_back_post,3,22,0,0,0,1,0,1,465
control,31,2_back_post,3,23,0,0,0,1,0,1,685
control,31,2_back_post,3,24,0,0,0,1,0,1,513
control,31,2_back_post,3,25,0,0,0,0,1,1,612
control,31,2_back_post,3,26,0,0,0,1,0,1,511
control,31,2_back_post,3,27,1,0,0,0,0,-1,709
control,31,2_back_post,3,28,0,0,0,1,0,1,561
control,31,2_back_post,3,29,0,0,0,1,0,1,508
control,31,2_back_post,3,30,0,0,0,0,1,1,1054
control,31,2_back_post,3,31,0,0,0,1,0,1,554
control,31,2_back_post,3,32,1,0,0,0,0,-1,741
control,31,2_back_post,3,33,0,1,0,0,0,-1,584
control,31,2_back_post,3,34,0,0,0,1,0,1,441
control,31,2_back_post,3,35,0,0,0,1,0,1,830
control,31,2_back_post,3,36,0,0,0,0,1,1,856
control,31,2_back_post,3,37,0,0,0,0,1,1,626
control,31,2_back_post,3,38,0,0,0,1,0,1,572
control,31,2_back_post,3,39,0,0,0,1,0,1,527
control,31,2_back_post,3,40,0,0,0,1,0,1,893
control,31,2_back_post,3,41,0,0,0,1,0,1,927
control,31,2_back_post,4,0,0,0,0,1,0,1,578
control,31,2_back_post,4,1,0,0,0,1,0,1,591
control,31,2_back_post,4,2,0,0,0,1,0,1,469
control,31,2_back_post,4,3,0,0,0,0,1,1,449
control,31,2_back_post,4,4,0,0,0,1,0,1,499
control,31,2_back_post,4,5,0,0,0,1,0,1,873
control,31,2_back_post,4,6,0,0,0,1,0,1,916
control,31,2_back_post,4,7,0,0,0,1,0,1,537
control,31,2_back_post,4,8,0,0,0,0,1,1,460
control,31,2_back_post,4,9,0,0,0,1,0,1,609
control,31,2_back_post,4,10,0,0,0,1,0,1,501
control,31,2_back_post,4,11,0,0,0,0,1,1,573
control,31,2_back_post,4,12,0,0,0,1,0,1,487
control,31,2_back_post,4,13,0,0,0,1,0,1,570
control,31,2_back_post,4,14,0,0,0,0,1,1,501
control,31,2_back_post,4,15,0,0,0,1,0,1,560
control,31,2_back_post,4,16,0,0,0,1,0,1,731
control,31,2_back_post,4,17,0,0,0,1,0,1,558
control,31,2_back_post,4,18,0,0,0,0,1,1,418
control,31,2_back_post,4,19,0,1,0,0,0,-1,542
control,31,2_back_post,4,20,0,0,0,1,0,1,512
control,31,2_back_post,4,21,1,0,0,0,0,-1,507
control,31,2_back_post,4,22,0,0,0,1,0,1,637
control,31,2_back_post,4,23,0,0,0,1,0,1,546
control,31,2_back_post,4,24,0,0,0,0,1,1,799
control,31,2_back_post,4,25,0,0,0,1,0,1,514
control,31,2_back_post,4,26,1,0,0,0,0,-1,525
